"","age","inc","mortgage","ccAvg","MaxCC","MinCC","sdCC","usage","family","edu","mortS","cc","cd","online","securities","infoReq","loan"
"3213","5"," 2","5"," 7","4","5","2"," 3","2","3","1","0","0","1","0","Email","0"
"1642","4"," 6","1"," 3","4","4","5"," 3","1","1","0","0","0","1","0","Ph","0"
"165","1"," 3","1"," 3","4","4","2"," 3","1","1","0","0","0","1","0","Ph","0"
"2665","5","10","1"," 3","4","3","3"," 1","2","1","0","0","0","0","0","Email","0"
"1141","3"," 6","1"," 1","4","5","3"," 1","1","2","0","0","0","0","0","Ph","0"
"3697","3"," 5","1"," 1","1","1","1"," 1","1","3","0","0","0","0","0","Ph","0"
"2328","3"," 4","1"," 3","3","5","3","10","3","1","0","1","1","1","1","Ph","0"
"955","4"," 6","1"," 3","4","2","4"," 3","2","1","0","0","0","1","0","Ph","0"
"182","1"," 9","1"," 3","3","4","3"," 3","1","1","0","0","0","1","0","Email","0"
"3468","1"," 9","5"," 2","3","2","2"," 6","2","1","1","1","0","1","0","Ph","0"
"2098","2","11","4"," 1","1","2","2"," 6","4","1","0","1","0","1","0","Email","0"
"3355","5"," 4","1"," 1","2","1","1"," 3","4","2","0","0","0","1","0","Email","0"
"3333","2"," 2","1"," 5","3","5","5"," 6","2","1","0","0","0","1","1","Email","0"
"4233","4"," 4","4"," 2","5","3","5"," 3","3","2","1","0","0","1","0","Ph","0"
"1712","1","14","5"," 1","5","2","5"," 3","2","1","1","0","0","1","0","Ph","0"
"1359","1"," 5","1"," 1","1","1","1"," 1","1","1","0","0","0","0","0","Email","0"
"1340","3"," 6","1"," 3","4","5","2"," 6","1","2","0","0","0","1","1","Email","0"
"1093","3"," 2","1"," 3","2","2","2"," 3","3","3","0","0","0","1","0","Email","0"
"2342","5"," 1","4"," 1","1","1","1"," 3","3","3","1","1","0","0","0","Email","0"
"976","4"," 3","1"," 1","1","1","1"," 3","4","3","0","1","0","0","0","Ph","0"
"1338","2"," 5","1"," 1","5","3","4"," 1","2","1","0","0","0","0","0","Email","0"
"3579","3"," 4","5"," 1","3","5","3"," 1","2","2","1","0","0","0","0","Email","0"
"2714","3"," 2","1"," 2","3","3","3"," 3","1","1","0","1","0","0","0","Email","0"
"1070","1"," 5","1"," 3","5","4","5"," 6","1","1","0","1","0","1","0","Ph","0"
"2798","4"," 2","1"," 1","4","2","2"," 1","3","1","0","0","0","0","0","Email","0"
"757","5"," 2","1"," 2","3","5","2"," 3","1","2","0","0","0","0","1","Email","0"
"4781","3"," 4","5"," 1","3","3","3"," 3","2","1","1","0","0","1","0","Ph","0"
"572","4"," 5","4"," 2","3","2","4"," 6","3","2","0","1","0","1","0","Email","0"
"410","3"," 5","1"," 2","3","5","2"," 6","2","1","0","1","0","1","0","Ph","0"
"4086","5"," 6","1"," 1","2","3","3"," 1","2","1","0","0","0","0","0","Ph","0"
"321","3"," 7","4"," 2","2","5","4"," 1","3","2","1","0","0","0","0","Ph","1"
"3843","3"," 6","1"," 1","3","3","2"," 3","4","3","0","0","0","1","0","Ph","0"
"945","3"," 4","4"," 1","2","1","1"," 3","3","3","1","0","0","1","0","Email","0"
"94","5"," 5","5"," 1","5","5","5"," 6","1","3","1","0","0","1","1","Ph","0"
"2689","3"," 6","1"," 1","2","4","2"," 6","3","1","0","1","0","1","0","Email","0"
"4521","3"," 9","1"," 3","3","2","5"," 3","2","2","0","0","0","1","0","Ph","1"
"86","1"," 8","1"," 3","3","4","4"," 1","4","3","0","0","0","0","0","Email","0"
"2545","1"," 1","4"," 1","4","2","3"," 3","1","3","1","0","0","1","0","Email","0"
"102","5"," 2","1"," 1","5","3","4"," 1","3","2","0","0","0","0","0","Ph","0"
"1480","4"," 3","1"," 1","4","4","5"," 6","2","3","0","0","0","1","1","Email","0"
"3582","1"," 1","1"," 1","5","4","3"," 1","1","3","0","1","0","0","0","Email","0"
"1697","1"," 7","1"," 2","5","2","5"," 1","4","2","0","0","0","0","0","Ph","0"
"2226","3"," 5","5"," 1","1","1","2"," 6","1","1","1","0","0","1","1","Email","0"
"285","2"," 5","1"," 2","5","4","5"," 1","1","2","0","0","0","0","0","Email","0"
"4220","4"," 4","5"," 1","1","2","1"," 3","1","3","1","0","0","1","0","Email","0"
"356","4"," 5","4"," 3","5","5","4"," 1","2","3","0","0","0","0","0","Email","0"
"2764","2"," 5","1"," 2","3","2","5"," 3","4","3","0","0","0","1","0","Email","0"
"3740","4"," 4","1"," 1","3","3","3"," 3","3","2","0","0","0","1","0","Ph","0"
"2144","3","10","5"," 7","2","2","5"," 1","1","1","1","0","0","0","0","Email","0"
"1329","1"," 1","1"," 3","4","3","3"," 3","1","2","0","0","0","1","0","Ph","0"
"3850","1"," 4","4"," 7","5","4","2"," 4","2","1","1","0","0","1","0","Email","0"
"1185","3"," 4","1"," 2","3","4","5"," 7","2","3","0","1","0","0","1","Email","0"
"3715","1"," 5","1"," 2","3","4","2"," 1","4","2","0","0","0","0","0","Email","0"
"3012","5"," 3","4"," 3","4","2","4"," 6","1","1","1","1","0","1","0","Ph","0"
"4497","1"," 6","1"," 3","5","2","2"," 6","1","1","0","1","0","1","0","Email","0"
"2012","2"," 1","1"," 3","5","4","4"," 3","3","2","0","0","0","0","1","Ph","0"
"1112","4"," 6","1"," 1","2","1","2"," 1","3","2","0","0","0","0","0","Email","0"
"4698","1"," 2","5"," 5","2","2","3"," 3","2","2","1","1","0","0","0","Email","0"
"2005","5"," 3","1"," 1","5","4","2"," 1","2","1","0","0","0","0","0","Email","0"
"605","1"," 6","5"," 8","5","3","5"," 3","3","2","1","0","0","1","0","Email","0"
"2512","4"," 8","1"," 4","4","2","4"," 3","2","1","0","1","0","0","0","Email","0"
"996","5"," 1","1"," 1","2","1","1"," 6","1","2","0","1","0","1","0","Email","0"
"2165","2"," 4","1"," 1","5","5","5"," 6","3","3","0","1","0","0","1","Email","0"
"4794","5"," 3","1"," 2","5","4","4"," 3","3","1","0","0","0","1","0","Email","0"
"864","5"," 1","5"," 1","5","4","5"," 6","3","3","1","1","0","1","0","Email","0"
"3864","2"," 6","5"," 4","2","4","3"," 1","2","1","1","0","0","0","0","Ph","0"
"2719","5"," 5","1"," 8","4","4","4"," 3","1","1","0","0","0","1","0","Ph","0"
"155","4"," 4","1"," 6","3","5","4"," 1","4","3","0","0","0","0","0","Email","0"
"2960","1"," 6","1"," 2","3","5","2"," 6","3","2","0","1","0","1","0","Email","0"
"433","1"," 3","1"," 1","5","4","2"," 3","1","2","0","0","0","1","0","Ph","0"
"2057","4"," 4","5"," 2","5","5","3"," 8","3","1","1","1","1","1","0","Email","0"
"1586","3"," 4","5"," 1","4","3","5"," 1","4","1","1","0","0","0","0","Email","0"
"4761","1"," 7","1"," 2","4","4","2"," 3","3","1","0","0","0","1","0","Email","0"
"2466","2"," 3","4"," 1","1","1","2"," 3","2","2","1","0","0","1","0","Email","0"
"3377","2"," 5","1"," 4","5","5","5"," 3","4","1","0","0","0","0","1","Email","0"
"3335","5"," 9","1"," 1","1","2","2"," 3","1","3","0","0","0","1","0","Ph","1"
"4092","3"," 4","5"," 1","2","1","1"," 3","1","3","1","1","0","0","0","Email","0"
"1326","1"," 2","4"," 2","5","5","4"," 1","3","2","0","0","0","0","0","Ph","0"
"2052","2"," 5","1"," 1","3","5","2"," 6","2","1","0","1","0","1","0","Ph","0"
"1164","3","13","5"," 1","2","2","1"," 3","2","1","1","0","0","1","0","Email","0"
"3800","3"," 5","4"," 9","4","2","5"," 1","4","1","1","0","0","0","0","Email","0"
"772","2"," 8","1"," 1","3","2","5"," 6","2","1","0","1","0","1","0","Ph","0"
"21","4"," 2","4"," 1","4","3","3"," 3","4","2","1","0","0","1","0","Ph","0"
"4409","5","10","1"," 1","4","5","5"," 3","1","1","0","0","0","1","0","Ph","0"
"198","1"," 4","4"," 3","3","3","2"," 6","4","1","1","0","0","1","1","Email","0"
"2572","4"," 5","5"," 3","2","3","3"," 3","1","3","1","0","0","1","0","Email","0"
"4660","3"," 7","1"," 1","1","1","1"," 8","1","3","0","1","1","1","0","Email","0"
"3670","2"," 2","1"," 3","3","3","4"," 1","3","1","0","0","0","0","0","Email","0"
"1955","3"," 2","1"," 4","5","2","5"," 3","4","2","0","0","0","1","0","Email","0"
"628","3"," 5","5"," 4","5","5","2"," 8","4","1","1","1","1","1","0","Ph","0"
"4402","1"," 2","1"," 3","3","2","2"," 3","4","2","0","1","0","0","0","Email","0"
"3742","4"," 6","5"," 1","3","5","4"," 3","4","3","1","1","0","0","0","Email","0"
"4337","5"," 7","1"," 1","5","2","2"," 1","2","1","0","0","0","0","0","Email","0"
"1692","3","10","5"," 1","3","3","2"," 1","2","1","1","0","0","0","0","Ph","0"
"3452","4"," 4","5"," 1","4","3","3"," 3","3","3","1","0","0","1","0","Email","0"
"2195","4"," 2","1"," 1","4","3","2"," 1","2","1","0","0","0","0","0","Ph","0"
"2976","5"," 8","1"," 2","4","5","5"," 3","3","1","0","0","0","1","0","Email","0"
"2990","2"," 6","1"," 2","5","3","2","10","1","1","0","1","1","1","1","Email","1"
"598","1"," 7","1"," 1","1","1","1"," 6","2","1","0","1","0","1","0","Email","0"
"3451","5"," 6","4"," 1","4","3","3"," 6","4","3","0","1","0","1","0","Ph","0"
"380","5"," 2","1"," 1","2","5","3"," 6","1","3","0","1","0","1","0","Email","0"
"2669","1"," 7","1"," 1","5","4","4"," 4","2","1","0","0","0","1","0","Email","0"
"4982","1"," 3","1"," 1","2","2","1"," 3","1","3","0","0","0","1","0","Email","0"
"2774","2"," 5","1"," 3","4","3","3"," 1","3","2","0","0","0","0","0","Email","0"
"2579","5"," 8","1"," 2","5","4","2"," 3","3","2","0","0","0","1","0","Email","1"
"3155","1"," 2","1"," 2","3","2","3"," 3","4","1","0","0","0","1","0","Email","0"
"1561","1"," 7","1"," 1","5","4","4"," 3","3","3","0","0","0","1","0","Ph","0"
"4016","3"," 3","1"," 1","1","1","1"," 3","4","3","0","0","0","1","0","Ph","0"
"2623","1"," 5","4"," 1","2","3","4"," 6","4","2","0","0","0","1","1","Ph","0"
"4350","4"," 3","5"," 3","3","2","2"," 3","2","2","1","1","0","0","0","Email","0"
"1317","1","13","1"," 2","2","3","4"," 4","1","2","0","0","0","1","0","Ph","1"
"333","5","10","1"," 3","4","5","2"," 1","1","1","0","0","0","0","0","Email","0"
"3823","1"," 6","1"," 4","2","5","3"," 3","1","1","0","0","0","1","0","Email","0"
"2409","1"," 9","4"," 1","5","3","2"," 1","1","1","0","0","0","0","0","Ph","0"
"1188","1"," 5","1"," 1","1","1","2"," 4","1","1","0","1","0","1","0","Email","0"
"1276","3"," 6","5"," 1","1","1","1"," 1","2","3","1","0","0","0","0","Email","0"
"107","3"," 5","1"," 1","3","3","5"," 6","4","1","0","1","0","1","0","Email","0"
"1737","3"," 8","1"," 2","3","5","5"," 1","1","1","0","0","0","0","0","Email","0"
"4624","1"," 6","5"," 1","1","1","2","10","3","1","1","1","1","1","1","Email","0"
"4959","5"," 5","1"," 1","2","2","1"," 3","1","3","0","0","0","0","1","Ph","0"
"249","1"," 4","4"," 2","5","4","4"," 3","3","3","1","1","0","0","0","Email","0"
"4259","3"," 1","4"," 2","5","3","5"," 6","3","1","1","1","0","1","0","Email","0"
"2841","3"," 1","1"," 1","2","2","1"," 3","1","1","0","0","0","1","0","Email","0"
"124","2"," 6","1"," 1","1","1","2"," 3","1","2","0","0","0","0","1","Email","0"
"3956","2"," 1","1"," 1","1","1","1"," 3","1","3","0","0","0","1","0","Email","0"
"2134","4"," 8","1"," 1","1","1","1"," 3","1","3","0","0","0","1","0","Email","0"
"2609","2","11","4"," 3","3","2","1"," 1","4","3","0","0","0","0","0","Email","1"
"3399","5"," 5","1"," 1","2","1","1"," 1","4","3","0","0","0","0","0","Email","0"
"3454","1","10","1"," 1","1","1","1"," 3","1","1","0","0","0","1","0","Email","0"
"4165","3"," 5","1"," 1","4","3","4"," 3","1","3","0","1","0","0","0","Email","0"
"1407","5","13","5"," 1","1","2","1"," 8","1","3","1","1","1","1","0","Ph","1"
"951","4"," 2","1"," 1","2","5","5"," 6","4","2","0","0","0","1","1","Email","0"
"2029","5"," 6","5"," 1","3","5","5"," 1","4","2","1","0","0","0","0","Ph","0"
"1853","2"," 4","5"," 5","2","4","5"," 4","3","1","1","0","0","1","0","Email","0"
"133","1"," 3","1"," 2","5","3","3"," 1","2","3","0","0","0","0","0","Email","0"
"2470","4"," 5","5"," 1","2","1","1"," 1","3","1","1","0","0","0","0","Ph","0"
"684","2"," 3","1"," 1","4","5","3"," 3","3","2","0","0","0","1","0","Email","0"
"2174","3"," 5","1"," 1","2","1","2"," 1","3","2","0","0","0","0","0","Ph","0"
"1730","2"," 5","5"," 1","2","5","5"," 3","4","3","1","0","0","1","0","Ph","0"
"2097","1"," 6","1"," 4","3","5","5"," 6","2","3","0","1","0","1","0","Email","0"
"2043","1"," 3","1"," 4","4","5","4"," 6","1","2","0","1","0","1","0","Email","0"
"943","4"," 2","1"," 1","5","2","5"," 3","1","2","0","0","0","1","0","Ph","0"
"3791","1"," 1","4"," 3","3","3","5"," 6","2","1","1","1","0","1","0","Email","0"
"3583","5"," 3","5"," 1","5","4","3"," 3","2","1","1","0","0","1","0","Email","0"
"3558","1","13","1"," 3","4","3","5"," 3","2","1","0","1","0","0","0","Email","0"
"4557","1"," 3","1"," 3","5","3","2"," 3","4","3","0","0","0","0","1","Email","0"
"3555","2"," 3","1"," 7","4","3","4"," 3","2","2","0","1","0","0","0","Email","0"
"117","4"," 2","1"," 4","2","2","5"," 3","1","2","0","0","0","1","0","Ph","0"
"1735","1"," 6","1"," 1","1","2","2","10","1","1","0","1","1","1","1","Email","0"
"4867","2"," 3","4"," 1","1","1","1"," 1","4","1","1","0","0","1","0","Email","0"
"2448","3"," 4","1"," 2","3","4","2"," 3","3","3","0","0","0","1","0","Ph","0"
"3896","5"," 4","1"," 1","5","5","3"," 3","1","3","0","0","0","1","0","Email","0"
"1614","1"," 2","1"," 1","4","4","3"," 6","3","1","0","1","0","1","0","Email","0"
"275","3"," 3","1"," 1","1","1","2"," 3","4","3","0","0","0","0","1","Ph","0"
"857","3"," 1","1"," 3","3","5","4"," 4","3","2","0","0","0","1","0","Ph","0"
"3456","5"," 3","1"," 3","5","5","3"," 1","1","2","0","0","0","0","0","Email","0"
"2805","2"," 4","5"," 1","1","1","1"," 1","4","2","1","0","0","0","0","Email","0"
"3345","3"," 1","1"," 3","4","3","4"," 6","4","3","0","1","0","1","0","Email","0"
"4577","2"," 6","1"," 1","2","3","4"," 3","4","3","0","1","0","0","0","Ph","0"
"2147","5"," 5","5"," 1","2","2","3"," 3","4","3","1","0","0","1","0","Ph","0"
"1606","3"," 7","1"," 6","5","5","3"," 3","1","2","0","1","0","0","0","Email","0"
"618","3"," 5","1"," 1","1","1","1"," 1","1","3","0","0","0","0","0","Email","0"
"2344","5"," 6","4"," 7","3","2","5"," 8","1","1","1","0","1","1","1","Email","0"
"3844","1"," 6","1"," 1","3","3","2"," 3","4","3","0","0","0","1","0","Email","0"
"1515","5"," 1","4"," 1","2","1","1"," 3","3","3","1","0","0","1","0","Email","0"
"3971","1"," 8","1"," 2","3","4","2"," 3","1","1","0","0","0","1","0","Email","0"
"2775","3"," 1","4"," 3","4","4","4"," 1","1","1","1","0","0","0","0","Email","0"
"2350","4"," 5","4"," 1","2","1","1"," 6","3","3","0","1","0","1","0","Ph","0"
"407","5"," 4","1"," 1","1","1","2"," 3","1","3","0","0","0","1","0","Email","0"
"3647","4"," 7","1"," 1","5","3","2"," 6","2","2","0","1","0","1","0","Ph","0"
"3245","5"," 5","1"," 2","2","3","5"," 3","2","3","0","0","0","1","0","Ph","0"
"2017","1"," 5","5"," 4","4","5","5"," 1","4","3","1","0","0","0","0","Email","0"
"3995","4"," 5","1"," 3","4","4","4"," 3","1","3","0","0","0","1","0","Email","0"
"4969","1","13","5"," 2","4","5","4"," 4","2","1","1","0","0","1","0","Ph","0"
"237","5"," 6","1"," 6","4","5","4"," 4","1","3","0","0","0","1","0","Ph","0"
"3361","1"," 5","1"," 3","2","3","3"," 3","4","2","0","0","0","1","0","Ph","0"
"3763","5"," 6","1"," 3","2","5","2"," 3","4","3","0","0","0","0","1","Ph","0"
"3688","2"," 4","1"," 1","5","1","5","10","3","3","0","1","1","1","1","Email","0"
"1826","3"," 5","4"," 1","1","1","1"," 6","4","2","1","1","0","1","0","Email","0"
"1676","5"," 3","1"," 5","2","4","3"," 1","2","3","0","0","0","0","0","Email","0"
"3098","1"," 2","5"," 6","3","5","4"," 1","4","2","1","0","0","0","0","Email","0"
"4483","1","13","1"," 3","5","4","5"," 3","1","3","0","0","0","1","0","Email","1"
"3493","1"," 4","4"," 1","3","3","5"," 3","3","1","1","0","0","1","0","Email","0"
"1233","1"," 5","4"," 5","5","4","4"," 3","4","2","1","0","0","1","0","Email","0"
"4347","2"," 5","4"," 2","4","4","2"," 1","4","3","1","0","0","0","0","Email","0"
"1025","1"," 8","1"," 1","4","5","3"," 1","4","3","0","0","0","0","0","Ph","1"
"269","3"," 2","1"," 3","5","5","3"," 1","1","1","0","0","0","0","0","Email","0"
"2544","2"," 4","4"," 1","4","3","3"," 3","1","3","1","1","0","0","0","Ph","0"
"4245","2","11","5"," 8","4","3","4"," 1","2","1","1","0","0","0","0","Email","0"
"2137","4"," 4","1"," 1","5","2","5"," 3","4","1","0","0","0","1","0","Email","0"
"1418","1"," 6","4"," 1","3","3","5"," 8","2","2","1","1","1","1","0","Email","0"
"4051","2"," 3","1"," 1","4","2","5"," 3","2","1","0","0","0","1","0","Email","0"
"3239","2"," 6","5"," 2","5","2","3"," 3","1","1","1","0","0","1","0","Email","0"
"1455","3"," 3","4"," 1","1","1","1"," 1","3","2","0","0","0","0","0","Ph","0"
"103","4"," 5","5"," 1","5","3","4"," 6","3","3","1","1","0","1","0","Email","0"
"3049","4"," 4","5"," 2","5","4","3"," 3","4","2","1","0","0","1","0","Ph","0"
"2833","4"," 5","1"," 1","1","1","2"," 3","2","3","0","0","0","1","0","Email","0"
"3360","3","11","1"," 3","2","3","3"," 6","3","2","0","1","1","0","0","Ph","1"
"972","5"," 6","1"," 1","2","1","1"," 1","2","1","0","0","0","0","0","Ph","1"
"4980","3","15","1"," 1","5","5","3"," 3","2","1","0","0","0","1","0","Ph","0"
"3556","4"," 6","1"," 7","4","3","4"," 6","2","1","0","1","0","1","0","Email","0"
"4932","3"," 2","1"," 3","3","4","5"," 3","3","2","0","0","0","1","0","Email","0"
"4289","5"," 1","4"," 1","2","3","4"," 3","2","3","0","0","0","1","0","Email","0"
"3145","2"," 6","1"," 1","5","3","4"," 1","1","3","0","0","0","0","0","Ph","0"
"4823","5"," 5","4"," 1","1","2","1"," 1","2","1","1","0","0","1","0","Email","0"
"3635","2"," 5","1"," 4","3","4","5"," 6","1","3","0","1","0","0","1","Email","0"
"4106","2"," 1","1"," 2","3","3","3"," 3","3","3","0","0","0","0","1","Email","0"
"19","3","13","1"," 2","3","4","4"," 1","2","3","0","0","0","0","0","Ph","1"
"2647","1"," 3","5"," 3","3","3","3"," 3","4","1","1","0","0","1","0","Email","0"
"2534","1"," 7","5"," 1","2","1","2"," 6","1","1","1","0","1","0","1","Ph","1"
"3015","3","11","5"," 1","5","4","3"," 3","2","1","1","0","0","1","0","Email","0"
"4360","5"," 1","1"," 1","1","1","2"," 3","4","2","0","0","0","1","0","Ph","0"
"3154","1"," 6","1"," 2","3","2","4"," 3","1","1","0","0","0","1","0","Email","0"
"3445","3"," 9","1"," 2","3","3","4"," 3","1","1","0","0","0","1","0","Ph","0"
"4872","5"," 3","1"," 4","3","2","3"," 6","3","3","0","1","0","1","0","Email","0"
"2014","3"," 3","1"," 1","2","1","1"," 8","1","1","0","0","1","1","1","Ph","0"
"3127","4"," 1","4"," 9","2","3","2"," 3","2","1","1","0","0","1","0","Email","0"
"1616","2"," 1","1"," 5","5","2","2"," 3","2","2","0","0","0","1","0","Ph","0"
"2887","2"," 5","1"," 4","2","3","2"," 3","4","3","0","0","0","1","0","Ph","0"
"1295","2"," 5","1"," 7","4","2","2"," 6","1","2","0","1","0","1","0","Email","0"
"1445","5"," 8","1"," 2","3","5","3"," 3","1","1","0","0","0","1","0","Ph","0"
"3020","4"," 3","5"," 1","1","2","2"," 3","4","3","1","0","0","1","0","Ph","0"
"4237","5","10","1"," 5","5","5","4"," 6","2","1","0","0","0","1","1","Email","0"
"59","1"," 6","1"," 3","5","2","2"," 1","2","1","0","0","0","0","0","Email","0"
"534","4"," 9","1"," 1","1","1","1"," 3","1","1","0","0","0","1","0","Email","0"
"1599","2","10","4"," 1","1","2","1"," 3","1","3","0","0","0","1","0","Ph","1"
"3552","1","12","5"," 2","3","2","4"," 8","1","2","1","0","1","1","1","Email","1"
"3196","3"," 8","5"," 1","1","1","1"," 3","2","1","1","0","0","1","0","Ph","0"
"2863","5"," 5","4"," 1","3","5","2"," 1","1","1","1","0","0","0","0","Email","0"
"1113","3"," 8","1"," 5","4","5","3"," 6","1","1","0","1","0","1","0","Email","0"
"2272","1"," 2","4"," 3","4","5","2"," 1","2","2","0","0","0","0","0","Email","0"
"2924","2"," 5","4"," 3","2","4","3"," 4","4","1","1","0","0","1","0","Email","0"
"2175","5"," 3","1"," 1","5","5","2"," 3","2","3","0","0","0","1","0","Email","0"
"4031","1","13","5"," 3","2","4","1"," 6","2","1","1","1","0","1","0","Ph","0"
"481","4","12","4"," 1","3","1","3"," 6","1","2","1","0","1","1","0","Ph","1"
"1932","4","13","5"," 1","4","3","3"," 8","1","3","1","0","1","1","1","Email","1"
"877","2"," 5","1"," 3","3","4","4"," 1","4","3","0","0","0","0","0","Email","0"
"1471","3"," 5","5"," 1","1","1","1"," 1","2","1","1","0","0","0","0","Email","0"
"4712","2"," 9","1"," 1","2","1","1"," 6","1","1","0","1","0","1","0","Email","0"
"3530","2"," 2","1"," 1","3","2","5"," 6","4","1","0","1","0","0","1","Email","0"
"3438","4"," 2","4"," 1","1","1","1"," 1","4","3","1","0","0","0","0","Email","0"
"3809","3"," 3","1"," 1","1","1","1"," 3","4","3","0","0","0","1","0","Email","0"
"517","1"," 2","1"," 1","3","2","4"," 3","1","2","0","0","0","1","0","Email","0"
"873","1"," 3","1"," 1","5","4","2"," 6","4","3","0","1","0","1","0","Email","0"
"2285","2"," 5","1"," 4","5","5","4"," 3","4","3","0","0","0","1","0","Email","0"
"1965","1","10","5"," 2","3","5","2"," 6","1","1","1","1","0","1","0","Email","0"
"424","4"," 3","1"," 4","5","4","5"," 1","1","1","0","0","0","0","0","Email","0"
"3890","4"," 1","1"," 5","2","2","4","10","1","1","0","1","1","1","1","Email","0"
"3248","1"," 6","1"," 1","1","1","2"," 6","4","2","0","1","0","1","0","Ph","0"
"1179","1"," 1","1"," 2","5","3","3"," 6","4","1","0","1","0","1","0","Email","0"
"2167","2"," 5","5"," 3","3","5","4"," 1","2","2","1","0","0","0","0","Ph","0"
"4281","5","13","5"," 1","4","5","5"," 1","2","3","1","0","0","0","0","Ph","1"
"773","4"," 3","1"," 1","3","2","5"," 3","1","1","0","1","0","0","0","Ph","0"
"113","2"," 6","5"," 3","5","5","3"," 1","3","1","1","0","0","0","0","Email","0"
"1902","2"," 8","1"," 1","1","2","1"," 1","1","1","0","0","0","0","0","Email","0"
"4112","4"," 3","4"," 1","1","2","2"," 3","4","1","1","0","0","1","0","Email","0"
"1157","1"," 3","1"," 6","2","3","4"," 6","1","2","0","0","0","1","1","Ph","0"
"3901","4"," 3","5"," 1","1","2","2"," 3","2","3","1","1","0","0","0","Email","0"
"4394","5"," 6","5"," 1","5","5","2"," 3","2","3","1","0","0","1","0","Email","0"
"4102","1"," 5","5"," 4","5","4","3"," 3","3","2","1","0","0","1","0","Email","0"
"1901","2"," 7","5"," 1","4","4","4"," 3","2","1","1","0","0","1","0","Email","0"
"1627","5","11","1"," 1","1","1","1"," 7","1","2","0","1","1","0","1","Ph","1"
"495","4"," 6","1"," 3","4","4","2"," 3","2","3","0","0","0","1","0","Email","0"
"3396","2"," 1","4"," 2","5","4","5"," 1","1","3","1","0","0","0","0","Email","0"
"683","3","11","5"," 1","4","4","3"," 3","1","1","1","0","0","1","0","Email","0"
"2133","2"," 5","5"," 1","4","4","5"," 3","2","2","1","0","0","0","1","Email","0"
"3765","1"," 2","1"," 1","1","1","1"," 6","2","3","0","1","0","1","0","Email","0"
"160","1"," 9","1"," 2","4","2","4"," 1","4","3","0","0","0","0","0","Email","1"
"3227","2"," 8","1"," 3","3","5","2"," 3","3","2","0","0","0","1","0","Email","0"
"1852","2"," 7","1"," 5","2","4","5"," 3","1","2","0","1","0","0","0","Email","0"
"3710","5"," 9","5"," 1","4","2","5"," 3","3","3","1","0","0","1","0","Ph","1"
"3743","1"," 2","1"," 1","3","5","4"," 6","2","2","0","1","0","1","0","Email","0"
"4286","1"," 5","5"," 4","3","2","3"," 3","4","1","1","0","0","1","0","Email","0"
"1897","2"," 6","4"," 7","3","3","5"," 6","3","3","1","1","0","1","0","Email","0"
"2526","5"," 1","4"," 1","1","1","2"," 3","2","1","0","0","0","1","0","Email","0"
"3853","1"," 5","1"," 1","2","1","1"," 3","4","2","0","0","0","1","0","Email","0"
"1525","2"," 4","5"," 3","5","5","5"," 3","4","3","1","0","0","0","1","Email","0"
"1478","5"," 1","1"," 2","2","5","3"," 3","1","1","0","0","0","1","0","Email","0"
"1961","4"," 8","1"," 1","5","3","4"," 1","2","2","0","0","0","0","0","Email","0"
"1424","1"," 1","4"," 3","3","5","5"," 3","1","1","1","0","0","1","0","Ph","0"
"1910","2"," 5","1"," 1","1","1","1"," 3","3","1","0","0","0","0","1","Ph","0"
"15","5"," 8","1"," 3","4","2","2"," 3","1","1","0","0","0","0","1","Email","0"
"3151","4"," 4","1"," 1","2","2","3"," 6","1","3","0","0","0","1","1","Email","0"
"4546","1"," 2","1"," 2","4","5","4"," 3","2","2","0","0","0","1","0","Email","0"
"374","1"," 7","5"," 2","3","5","5"," 3","2","1","1","0","0","1","0","Email","0"
"4249","4"," 4","1"," 3","4","3","3"," 3","1","1","0","0","0","1","0","Ph","0"
"4191","2"," 6","1"," 8","4","3","4"," 3","3","2","0","0","0","1","0","Email","0"
"2787","4"," 8","5"," 3","5","4","3","10","2","1","1","1","1","1","1","Ph","0"
"3724","3"," 5","1"," 2","4","3","2"," 3","4","3","0","0","0","1","0","Email","0"
"2785","3","13","1"," 1","1","1","1"," 1","2","1","0","0","0","0","0","Email","0"
"4888","2"," 5","1"," 4","3","4","3"," 3","4","1","0","0","0","1","0","Email","0"
"4224","1"," 6","1"," 1","1","1","1"," 3","1","1","0","0","0","1","0","Email","0"
"2726","1"," 3","5"," 5","3","3","4"," 1","1","3","1","0","0","0","0","Ph","0"
"4358","4"," 1","4"," 4","3","3","5"," 6","4","2","1","1","0","1","0","Email","0"
"3339","5"," 5","1"," 1","1","1","1"," 8","3","3","0","1","1","1","0","Email","0"
"657","4"," 2","1"," 2","4","4","4"," 1","3","3","0","0","0","0","0","Email","0"
"4513","3"," 5","1"," 6","5","4","2"," 6","3","1","0","1","0","1","0","Email","0"
"3387","2"," 2","5"," 1","2","1","1"," 1","2","2","1","0","0","0","0","Ph","0"
"4272","5"," 4","5"," 1","1","1","1"," 8","3","3","1","1","1","1","0","Ph","0"
"991","1"," 3","1"," 2","5","4","3"," 1","1","2","0","0","0","0","0","Email","0"
"4002","5"," 2","1"," 1","2","4","2"," 1","2","3","0","0","0","0","0","Ph","0"
"2452","2"," 5","4","10","5","4","4"," 6","2","1","1","1","0","1","0","Email","0"
"3302","4"," 7","1"," 2","5","3","4"," 6","4","2","0","1","0","1","0","Ph","0"
