obs,duration,new_car,used_car,furniture,radio_tv,education,retraining,install_rate,co_applicant,guarantor,real_estate,prop_unkn_none,age,other_install,rent,own_res,num_credits,num_dependents,telephone,foreign,response,amount
593,21,0,0,0,0,0,1,4,0,0,1,0,36,1,0,1,1,1,0,0,1,1572
594,24,1,0,0,0,0,0,3,0,0,0,0,20,0,1,0,1,1,1,0,0,2718
595,24,0,0,0,0,0,0,4,0,0,0,0,40,1,0,1,1,1,1,0,0,1358
596,6,1,0,0,0,0,0,1,0,0,0,0,32,1,0,1,1,1,0,0,0,931
597,24,1,0,0,0,0,0,4,0,0,0,0,23,0,1,0,2,1,0,0,0,1442
598,24,0,0,0,0,0,1,1,0,0,1,0,36,0,0,1,3,1,1,0,0,4241
599,18,1,0,0,0,0,0,2,0,0,0,0,31,1,0,1,2,1,0,0,0,2775
600,24,0,0,0,0,0,1,1,0,0,0,1,32,0,0,0,1,1,0,0,1,3863
601,7,0,0,0,1,0,0,1,0,1,1,0,45,0,0,1,1,1,0,0,1,2329
602,9,0,0,1,0,0,0,4,0,0,0,0,30,0,0,1,1,1,0,0,0,918
603,24,0,0,0,0,1,0,4,0,0,0,1,34,1,0,0,1,1,0,0,0,1837
604,36,0,0,1,0,0,0,4,0,0,0,0,28,0,0,1,1,1,1,0,0,3349
605,10,0,0,1,0,0,0,4,0,0,0,0,23,0,0,1,1,1,0,0,1,1275
606,24,0,0,1,0,0,0,4,0,0,1,0,22,1,0,1,1,1,1,0,1,2828
607,24,0,0,0,0,0,1,3,0,0,1,0,74,0,0,1,1,1,1,0,1,4526
608,36,0,0,0,1,0,0,4,1,0,0,1,50,0,0,0,1,1,0,0,0,2671
609,18,0,0,0,1,0,0,4,0,0,1,0,33,0,0,1,1,1,0,0,1,2051
610,15,0,1,0,0,0,0,4,0,0,0,1,45,1,0,0,1,2,0,0,1,1300
611,12,0,0,0,0,0,0,4,0,0,0,0,22,0,0,1,1,1,0,0,0,741
612,10,1,0,0,0,0,0,1,0,0,0,1,48,0,0,0,1,2,0,0,0,1240
613,21,0,0,0,1,0,0,4,0,0,0,0,29,1,0,1,1,1,0,0,1,3357
614,24,0,1,0,0,0,0,1,0,1,0,0,22,1,1,0,1,1,0,1,1,3632
615,18,0,0,1,0,0,0,4,0,0,1,0,22,0,0,1,1,1,0,0,0,1808
616,48,0,0,0,0,0,1,2,0,0,0,0,48,1,0,1,1,1,1,0,1,12204
617,60,0,0,0,1,0,0,2,0,0,0,1,27,0,0,0,1,1,0,0,1,9157
618,6,1,0,0,0,0,0,1,0,0,1,0,37,0,1,0,3,2,0,0,1,3676
619,30,0,0,1,0,0,0,2,1,0,0,0,21,0,1,0,1,1,0,0,0,3441
620,12,1,0,0,0,0,0,4,0,0,1,0,49,0,0,1,1,1,0,0,1,640
621,21,0,0,0,0,0,1,2,0,0,0,0,27,0,0,1,2,1,0,0,1,3652
622,18,1,0,0,0,0,0,3,0,0,0,0,32,1,0,1,2,1,0,0,0,1530
623,48,0,0,0,0,0,1,4,0,0,1,0,38,1,0,1,1,1,0,0,0,3914
624,12,0,0,1,0,0,0,4,0,0,0,0,22,0,1,0,1,1,0,0,1,1858
625,18,0,0,0,1,0,0,4,0,0,0,1,65,0,0,0,2,1,0,0,0,2600
626,15,0,0,0,1,0,0,4,0,0,0,0,35,0,0,1,1,1,0,0,1,1979
627,6,0,0,1,0,0,0,2,0,0,1,0,41,0,0,1,1,1,1,0,1,2116
628,9,1,0,0,0,0,0,2,0,0,0,1,29,0,0,1,1,1,0,0,0,1437
629,42,0,0,1,0,0,0,4,0,0,1,0,36,0,0,1,2,1,1,0,1,4042
630,9,0,0,0,0,1,0,1,0,0,1,0,64,0,0,1,1,1,0,0,1,3832
631,24,0,0,0,1,0,0,2,0,0,0,0,28,0,0,1,1,1,0,0,1,3660
632,18,0,0,1,0,0,0,4,0,0,0,0,44,1,0,1,1,1,0,0,0,1553
633,15,0,0,0,1,0,0,4,0,0,0,0,23,0,0,1,1,1,0,0,1,1444
634,9,0,0,1,0,0,0,2,1,0,0,0,19,0,1,0,2,1,0,0,0,1980
635,24,1,0,0,0,0,0,3,0,0,0,0,25,0,0,1,1,1,1,0,0,1355
636,12,0,0,0,0,1,0,4,0,0,0,0,47,1,0,1,3,2,1,0,1,1393
637,24,0,0,0,1,0,0,4,0,0,0,0,28,0,0,1,1,1,0,0,1,1376
638,60,0,0,0,1,0,0,2,0,0,0,0,21,0,0,1,2,1,1,0,1,15653
639,12,0,0,0,1,0,0,4,0,0,0,0,34,0,0,1,1,2,0,0,1,1493
640,42,0,0,0,1,0,0,3,0,0,0,0,26,1,0,1,2,2,1,0,0,4370
641,18,0,0,0,0,1,0,4,0,0,1,0,27,0,0,1,1,1,0,0,0,750
642,15,0,0,0,0,0,0,4,0,0,0,0,38,0,0,1,2,1,0,0,1,1308
643,15,0,0,0,0,1,0,3,0,0,0,0,40,0,0,1,1,1,1,0,0,4623
644,24,0,0,0,1,0,0,4,0,1,0,0,33,0,0,1,2,1,1,0,1,1851
645,18,0,0,0,1,0,0,4,0,0,0,0,32,0,0,1,2,1,1,0,1,1880
646,36,0,0,0,0,0,1,4,0,0,0,0,27,0,1,0,2,1,1,0,0,7980
647,30,0,0,1,0,0,0,2,0,1,1,0,32,0,0,1,2,1,0,0,1,4583
648,12,1,0,0,0,0,0,2,0,0,0,0,26,0,0,1,1,1,0,0,0,1386
649,24,1,0,0,0,0,0,4,0,0,0,1,38,1,0,0,1,2,0,0,0,947
650,12,0,0,0,0,1,0,4,0,0,0,0,40,0,1,0,1,2,0,0,0,684
651,48,0,0,0,0,1,0,4,0,0,0,1,50,0,0,0,1,1,1,0,1,7476
652,12,0,0,1,0,0,0,4,0,0,0,0,37,0,0,1,1,1,0,0,0,1922
653,24,1,0,0,0,0,0,4,1,0,1,0,45,0,0,1,1,1,0,0,0,2303
654,36,1,0,0,0,0,0,2,0,0,0,0,42,0,0,1,4,1,1,0,0,8086
655,24,0,1,0,0,0,0,4,0,0,0,0,35,0,0,1,2,1,1,0,1,2346
656,14,1,0,0,0,0,0,1,0,0,0,1,22,0,0,0,1,1,0,0,1,3973
657,12,1,0,0,0,0,0,4,0,0,0,0,41,1,0,1,1,2,0,0,0,888
658,48,0,0,0,1,0,0,4,0,0,0,0,37,1,0,1,1,1,1,0,1,10222
659,30,0,0,0,0,0,1,2,0,0,0,0,28,0,0,1,2,1,0,0,1,4221
660,18,0,0,1,0,0,0,2,0,0,0,1,41,0,0,1,1,1,1,0,1,6361
661,12,0,0,0,1,0,0,3,0,0,1,0,23,0,1,0,1,1,0,0,1,1297
662,12,1,0,0,0,0,0,4,0,0,0,0,23,0,0,1,1,1,0,0,0,900
663,21,0,0,1,0,0,0,4,0,0,1,0,50,0,0,1,2,1,0,0,1,2241
664,6,0,0,1,0,0,0,4,0,0,0,0,35,1,0,1,2,1,1,0,1,1050
665,6,0,0,0,0,1,0,2,0,0,0,0,50,0,0,1,1,1,0,0,1,1047
666,24,0,0,0,0,0,0,4,1,0,0,1,27,1,0,1,2,1,1,0,1,6314
667,30,0,0,1,0,0,0,4,0,0,0,0,34,1,0,1,1,2,1,0,1,3496
668,48,0,0,0,0,0,1,1,0,0,1,0,27,1,0,1,1,1,0,0,1,3609
669,12,1,0,0,0,0,0,3,1,0,0,0,43,0,1,0,2,1,1,0,0,4843
670,30,0,0,0,1,0,0,4,0,0,0,0,47,0,0,1,1,1,0,0,1,3017
671,24,0,0,0,0,0,1,3,0,0,0,0,27,0,0,1,2,1,1,0,1,4139
672,36,0,0,0,0,0,1,2,0,0,0,0,31,0,0,1,2,1,1,0,1,5742
673,60,1,0,0,0,0,0,2,0,0,0,0,42,0,0,1,1,1,1,0,1,10366
674,6,1,0,0,0,0,0,1,0,0,0,0,24,0,0,1,1,1,0,0,1,2080
675,21,0,0,0,0,0,1,4,0,0,1,0,41,1,0,1,1,2,0,0,0,2580
676,30,0,0,0,1,0,0,4,0,0,0,0,26,0,1,0,1,1,1,0,1,4530
677,24,0,0,1,0,0,0,4,0,0,0,0,33,0,0,1,1,1,1,0,1,5150
678,72,0,0,0,1,0,0,2,0,0,0,0,24,0,0,1,1,1,0,0,0,5595
679,24,0,0,0,1,0,0,4,0,0,1,0,64,1,1,0,1,1,0,0,1,2384
680,18,0,0,0,1,0,0,3,0,0,1,0,26,0,0,1,1,1,0,0,1,1453
681,6,0,0,0,0,1,0,1,0,0,0,1,56,0,0,1,1,1,0,0,1,1538
682,12,0,0,0,1,0,0,4,0,0,0,1,37,0,0,0,1,1,1,0,1,2279
683,15,0,0,0,1,0,0,4,0,0,1,0,33,1,0,1,2,1,0,0,1,1478
684,24,0,0,0,1,0,0,3,0,0,0,1,47,0,0,0,3,1,1,0,1,5103
685,36,0,0,0,0,0,1,1,0,0,0,0,31,0,0,1,2,2,1,0,1,9857
686,60,1,0,0,0,0,0,4,0,0,0,1,34,0,0,0,1,2,1,0,1,6527
687,10,0,0,0,1,0,0,4,0,0,0,0,27,0,0,1,2,1,1,0,1,1347
688,36,1,0,0,0,0,0,4,0,0,0,1,30,0,0,0,1,1,0,0,1,2862
689,9,0,0,0,1,0,0,3,1,0,0,0,35,0,0,1,1,1,1,0,1,2753
690,12,1,0,0,0,0,0,1,0,0,0,0,31,0,0,1,1,2,0,0,1,3651
691,15,0,0,1,0,0,0,2,0,0,0,0,25,0,0,1,2,1,0,0,1,975
692,15,0,0,0,0,0,0,3,0,0,1,0,25,0,0,1,1,1,0,0,1,2631
693,24,0,0,0,1,0,0,2,0,0,0,0,29,0,0,1,1,1,0,0,1,2896
694,6,1,0,0,0,0,0,1,0,0,1,0,44,0,0,1,2,2,0,0,1,4716
695,24,0,0,0,1,0,0,4,0,0,0,0,28,0,0,1,1,1,1,0,1,2284
696,6,0,1,0,0,0,0,2,0,0,0,0,50,0,1,0,1,1,0,0,1,1236
697,12,0,0,0,1,0,0,4,0,1,1,0,29,0,0,1,2,1,0,1,1,1103
698,12,1,0,0,0,0,0,1,0,0,0,0,38,0,0,1,1,1,0,0,1,926
699,18,0,0,0,1,0,0,4,0,0,0,0,24,0,0,1,2,1,0,0,1,1800
700,15,0,0,0,0,1,0,4,0,0,0,0,40,0,1,0,1,1,1,0,1,1905
701,12,0,0,1,0,0,0,4,0,0,0,0,29,0,1,0,1,1,0,0,0,1123
702,48,0,1,0,0,0,0,4,0,0,0,1,46,0,0,0,2,1,1,0,0,6331
703,24,0,0,0,1,0,0,4,0,0,0,1,47,0,0,0,1,1,1,0,1,1377
704,30,0,0,0,0,0,1,4,0,0,0,0,41,1,0,1,2,1,0,0,1,2503
705,27,0,0,0,0,0,1,4,0,0,0,0,32,0,0,1,1,2,1,0,1,2528
706,15,1,0,0,0,0,0,1,0,0,0,1,35,0,0,0,1,1,0,0,1,5324
707,48,1,0,0,0,0,0,3,0,0,0,0,24,0,0,1,1,1,0,0,0,6560
708,12,0,0,1,0,0,0,4,0,0,0,0,25,0,1,0,2,1,0,0,0,2969
709,9,0,0,0,1,0,0,4,0,0,1,0,25,0,0,1,1,1,0,0,1,1206
710,9,0,0,0,1,0,0,2,0,0,1,0,37,0,0,1,1,2,0,0,1,2118
711,18,0,0,0,1,0,0,4,0,0,0,0,32,1,0,1,2,1,1,0,1,629
712,6,0,0,0,0,1,0,4,0,0,0,1,35,0,0,0,1,1,0,0,0,1198
713,21,0,1,0,0,0,0,4,0,0,1,0,46,0,0,1,1,1,1,0,1,2476
714,9,0,0,0,1,0,0,4,0,0,1,0,25,0,0,1,2,1,0,0,1,1138
715,60,1,0,0,0,0,0,4,0,0,0,1,27,0,0,1,1,1,1,0,0,14027
716,30,0,1,0,0,0,0,1,0,0,0,0,63,0,0,1,2,1,0,0,1,7596
717,30,0,0,0,1,0,0,3,0,0,0,0,40,0,0,1,2,2,1,0,1,3077
718,18,0,0,0,1,0,0,4,0,0,0,1,32,0,0,0,1,1,1,0,1,1505
719,24,0,0,0,1,0,0,3,0,0,0,0,31,0,0,1,2,1,1,0,1,3148
720,20,0,1,0,0,0,0,3,0,0,0,0,31,1,0,1,2,1,1,0,1,6148
721,9,0,0,0,1,0,0,4,0,0,0,0,34,0,0,1,2,1,1,0,0,1337
722,6,0,0,0,0,1,0,4,0,0,0,0,24,1,1,0,1,2,0,0,0,433
723,12,1,0,0,0,0,0,4,0,0,1,0,24,0,0,1,1,1,0,0,0,1228
724,9,0,0,0,1,0,0,4,0,0,1,0,66,0,0,1,1,1,0,0,1,790
725,27,1,0,0,0,0,0,3,0,0,1,0,21,0,1,0,1,1,0,0,0,2570
726,6,1,0,0,0,0,0,2,0,0,1,0,41,1,0,1,2,1,0,0,1,250
727,15,0,0,0,1,0,0,2,0,0,0,0,47,0,0,1,2,1,0,0,1,1316
728,18,0,0,0,1,0,0,4,0,0,0,0,25,1,1,0,2,1,0,0,0,1882
729,48,0,0,0,0,0,1,4,0,0,0,1,59,0,1,0,1,1,0,0,0,6416
730,24,0,0,0,0,0,1,2,0,0,1,0,36,0,0,1,2,1,1,0,1,1275
731,24,0,0,0,1,0,0,1,0,0,0,0,33,0,0,1,1,1,0,0,1,6403
732,24,0,0,0,1,0,0,2,0,0,1,0,21,0,1,0,1,2,0,0,0,1987
733,8,0,0,0,1,0,0,4,0,1,1,0,44,0,0,1,1,1,0,0,1,760
734,24,0,1,0,0,0,0,2,0,0,0,0,28,0,1,0,1,1,1,0,1,2603
735,4,1,0,0,0,0,0,1,0,0,1,0,37,0,0,1,1,2,0,0,1,3380
736,36,0,0,0,0,0,0,3,0,0,0,1,29,1,0,1,1,1,0,0,1,3990
737,24,0,1,0,0,0,0,1,0,0,0,0,23,0,1,0,2,1,0,0,0,11560
738,18,1,0,0,0,0,0,3,0,0,0,0,35,0,0,1,1,2,1,0,1,4380
739,6,1,0,0,0,0,0,1,0,0,0,1,45,0,0,1,2,2,1,0,1,6761
740,30,0,0,0,0,0,1,4,0,0,0,0,26,0,1,0,2,1,0,0,0,4280
741,24,1,0,0,0,0,0,2,0,0,0,0,32,1,0,1,1,1,0,0,1,2325
742,10,0,0,0,1,0,0,4,0,0,1,0,23,1,0,1,1,1,0,0,1,1048
743,21,0,0,0,1,0,0,4,0,0,0,0,41,0,0,1,1,1,1,0,1,3160
744,24,0,0,1,0,0,0,4,0,0,1,0,22,1,0,1,1,1,1,0,1,2483
745,39,0,0,1,0,0,0,4,0,0,0,0,30,0,0,1,2,1,1,0,1,14179
746,13,0,0,0,0,0,1,3,0,0,0,0,28,1,0,1,2,1,0,0,1,1797
747,15,1,0,0,0,0,0,1,0,0,0,0,23,0,1,0,1,1,0,0,1,2511
748,12,1,0,0,0,0,0,3,0,0,1,0,37,0,0,1,1,1,0,0,0,1274
749,21,0,1,0,0,0,0,1,0,0,0,0,26,0,0,1,1,1,0,0,1,5248
750,15,0,1,0,0,0,0,2,0,0,0,0,33,0,0,1,1,1,0,0,1,3029
751,6,0,0,1,0,0,0,2,0,0,0,0,49,1,0,1,1,1,1,0,1,428
752,18,1,0,0,0,0,0,1,0,0,0,0,23,0,0,1,1,1,0,0,0,976
753,12,0,0,0,0,0,1,2,0,0,1,0,23,0,1,0,1,1,0,0,1,841
754,30,0,0,0,1,0,0,4,0,0,0,0,25,0,0,1,2,1,0,0,1,5771
755,12,0,0,0,0,0,0,4,0,0,0,1,55,0,0,0,2,2,0,0,0,1555
756,24,1,0,0,0,0,0,4,0,0,0,1,32,0,1,0,1,1,0,0,0,1285
757,6,1,0,0,0,0,0,1,0,0,1,0,74,0,0,1,3,2,0,1,1,1299
758,15,0,0,0,1,0,0,3,0,0,0,1,39,0,0,0,2,1,1,0,0,1271
759,24,1,0,0,0,0,0,2,0,1,1,0,31,0,0,1,1,1,1,0,1,1393
760,12,1,0,0,0,0,0,4,0,0,0,0,35,0,0,1,2,1,0,0,0,691
761,15,1,0,0,0,0,0,1,0,0,0,0,59,0,0,1,1,1,1,0,1,5045
762,18,0,0,1,0,0,0,4,0,0,1,0,24,0,1,0,2,1,0,0,0,2124
763,12,0,0,0,1,0,0,4,0,0,0,0,24,0,0,1,1,1,0,0,1,2214
764,21,1,0,0,0,0,0,4,0,0,0,1,30,0,0,0,1,1,1,0,0,12680
765,24,1,0,0,0,0,0,4,0,0,0,0,27,0,0,1,2,1,1,0,1,2463
766,12,0,0,0,1,0,0,3,0,1,1,0,40,1,0,1,2,1,0,0,1,1155
767,30,0,0,1,0,0,0,2,0,0,0,0,31,0,0,1,1,1,0,0,0,3108
768,10,0,1,0,0,0,0,1,0,0,1,0,31,0,1,0,1,1,0,0,1,2901
769,12,0,0,1,0,0,0,1,0,0,0,0,28,0,1,0,3,1,1,0,1,3617
770,12,0,0,0,1,0,0,2,0,0,1,0,63,0,0,1,2,1,1,0,1,1655
771,24,0,1,0,0,0,0,2,0,0,1,0,26,0,1,0,1,1,0,0,1,2812
772,36,0,0,0,0,1,0,3,0,0,0,1,25,0,0,1,2,1,1,0,0,8065
773,21,0,1,0,0,0,0,1,0,0,0,0,36,0,0,1,1,1,1,0,1,3275
774,24,0,0,0,1,0,0,4,0,0,0,0,52,1,0,1,2,1,0,0,1,2223
775,12,1,0,0,0,0,0,2,0,0,0,1,66,1,0,0,3,1,0,0,1,1480
776,24,1,0,0,0,0,0,4,0,0,1,0,25,0,1,0,1,1,0,0,0,1371
777,36,1,0,0,0,0,0,4,0,0,0,0,37,0,0,1,2,1,1,0,1,3535
778,18,0,0,0,1,0,0,4,0,1,1,0,25,0,0,1,1,1,0,0,1,3509
779,36,0,1,0,0,0,0,4,0,0,0,0,38,0,0,1,2,1,1,0,1,5711
780,18,0,0,0,0,0,0,2,0,0,0,0,67,0,0,1,1,1,1,0,1,3872
781,39,0,0,0,1,0,0,2,0,1,1,0,25,0,0,1,2,1,0,0,0,4933
782,24,1,0,0,0,0,0,4,0,0,1,0,60,0,0,1,1,1,1,0,1,1940
783,12,0,0,0,0,0,0,2,0,0,1,0,31,0,0,1,1,1,1,0,1,1410
784,12,1,0,0,0,0,0,4,0,0,0,0,23,1,0,1,1,1,0,0,0,836
785,20,0,1,0,0,0,0,1,0,0,1,0,60,0,0,1,1,1,1,0,1,6468
786,18,0,0,0,0,0,1,4,0,0,0,0,35,0,0,1,1,1,1,0,1,1941
787,22,0,0,0,1,0,0,3,0,0,0,0,40,0,0,1,1,1,0,0,1,2675
788,48,0,1,0,0,0,0,4,0,0,0,0,38,0,0,1,2,2,1,0,1,2751
789,48,0,0,0,0,1,0,4,0,0,0,1,50,0,0,0,1,1,0,0,0,6224
790,40,0,0,0,0,1,0,4,0,0,0,1,27,1,0,1,1,1,1,0,0,5998
791,21,0,0,0,0,0,1,2,0,0,0,0,39,0,0,1,1,2,0,0,0,1188
792,24,0,1,0,0,0,0,3,0,0,0,0,41,0,0,1,1,2,1,0,1,6313
793,6,0,0,1,0,0,0,1,0,0,0,0,27,0,0,1,2,1,0,0,1,1221
794,24,0,0,1,0,0,0,3,0,0,0,1,51,0,0,0,1,1,0,0,1,2892
795,24,0,0,1,0,0,0,4,0,0,0,1,32,0,1,0,1,1,1,0,1,3062
796,9,0,0,1,0,0,0,2,0,0,0,0,22,0,1,0,1,1,0,0,1,2301
797,18,0,1,0,0,0,0,1,0,0,0,0,51,0,0,0,1,2,1,0,0,7511
798,12,0,0,1,0,0,0,2,0,0,0,0,22,0,1,0,2,1,0,0,1,1258
799,24,1,0,0,0,0,0,4,0,0,0,0,54,0,0,1,2,1,1,0,1,717
800,9,1,0,0,0,0,0,4,0,0,1,0,35,0,0,1,1,1,0,0,1,1549
801,24,0,0,0,0,1,0,4,0,0,0,1,54,0,0,0,2,2,0,0,1,1597
802,18,0,0,0,1,0,0,3,0,1,1,0,48,1,1,0,2,1,1,0,1,1795
803,20,0,0,1,0,0,0,1,0,0,0,0,24,0,0,1,2,1,0,0,1,4272
804,12,0,0,0,1,0,0,4,0,0,0,0,35,0,0,1,2,1,0,0,1,976
805,12,1,0,0,0,0,0,1,0,0,1,0,24,0,1,0,1,1,0,0,1,7472
806,36,1,0,0,0,0,0,2,0,0,0,0,24,0,0,1,1,1,1,0,0,9271
807,6,0,0,0,1,0,0,3,0,0,1,0,26,0,0,1,1,1,0,1,1,590
808,12,0,0,0,1,0,0,4,0,0,1,0,65,0,0,1,4,1,0,0,1,930
809,42,0,1,0,0,0,0,1,0,0,0,1,55,1,0,0,1,1,1,0,1,9283
810,15,1,0,0,0,0,0,2,0,0,1,0,26,0,1,0,2,1,0,0,0,1778
811,8,0,0,0,0,0,1,3,0,0,1,0,26,0,0,1,1,1,1,0,1,907
812,6,0,0,0,1,0,0,3,0,1,1,0,28,1,0,1,1,1,0,0,1,484
813,36,0,1,0,0,0,0,4,0,0,0,0,24,0,0,1,2,1,1,0,0,9629
814,48,0,0,0,0,0,0,3,0,0,0,0,54,0,0,1,1,1,0,0,0,3051
815,48,1,0,0,0,0,0,4,0,0,0,1,46,0,0,0,1,2,0,0,0,3931
816,36,1,0,0,0,0,0,2,0,0,0,0,54,0,1,0,1,1,0,0,1,7432
817,6,0,0,0,0,0,0,1,0,0,1,0,62,0,0,1,1,1,0,0,1,1338
818,6,0,0,0,1,0,0,1,0,0,0,0,24,0,1,0,2,1,1,0,1,1554
819,36,0,0,0,0,0,0,2,1,0,0,0,43,0,0,1,1,1,0,0,1,15857
820,18,0,0,0,1,0,0,4,0,0,1,0,26,1,0,1,1,1,0,0,0,1345
821,12,1,0,0,0,0,0,3,0,0,1,0,27,0,0,1,2,1,1,0,1,1101
822,12,0,0,0,1,0,0,3,0,0,0,0,24,0,0,1,1,1,0,0,1,3016
823,36,0,0,1,0,0,0,2,0,0,0,0,41,1,0,1,1,2,0,0,0,2712
824,8,1,0,0,0,0,0,4,0,0,1,0,47,0,0,1,2,1,0,0,1,731
825,18,0,0,1,0,0,0,3,0,0,0,0,35,0,0,1,2,1,1,0,1,3780
826,21,1,0,0,0,0,0,4,0,0,0,0,30,0,0,1,2,1,1,0,1,1602
827,18,1,0,0,0,0,0,1,0,0,1,0,33,1,1,0,3,1,1,0,0,3966
828,18,0,0,0,0,0,1,2,0,0,0,0,36,1,0,1,2,2,0,0,0,4165
829,36,0,1,0,0,0,0,3,0,0,0,1,47,0,0,0,1,1,0,0,0,8335
830,48,0,0,0,0,0,1,4,0,0,0,1,38,0,0,0,1,2,1,0,1,6681
831,24,0,0,0,0,0,1,4,0,0,0,0,44,0,0,1,2,2,1,0,1,2375
832,18,1,0,0,0,0,0,4,0,0,0,0,23,0,1,0,1,1,1,0,0,1216
833,45,0,0,0,0,0,1,2,0,0,0,0,29,0,1,0,2,1,0,0,0,11816
834,24,0,0,0,1,0,0,2,0,0,0,0,42,0,0,1,1,1,1,0,1,5084
835,15,0,0,0,1,0,0,2,0,0,1,0,25,0,0,1,1,1,0,0,0,2327
836,12,1,0,0,0,0,0,4,0,0,0,0,48,1,0,1,2,1,0,0,0,1082
837,12,0,0,0,1,0,0,4,0,0,0,0,21,0,0,1,1,1,0,0,1,886
838,4,0,0,1,0,0,0,1,0,0,1,0,23,0,1,0,1,2,0,0,1,601
839,24,0,1,0,0,0,0,4,0,0,0,0,63,0,0,1,2,1,1,0,1,2957
840,24,0,0,0,1,0,0,4,1,0,1,0,46,0,0,1,2,1,0,0,1,2611
841,36,0,0,1,0,0,0,4,0,0,0,0,29,0,0,1,1,1,0,0,0,5179
842,21,0,1,0,0,0,0,3,0,0,1,0,28,1,0,1,2,1,0,0,1,2993
843,18,0,0,0,0,0,0,4,0,0,1,0,23,0,0,1,1,1,0,0,0,1943
844,24,0,0,0,0,0,1,4,0,0,0,0,50,1,0,1,1,1,1,0,1,1559
845,18,0,0,1,0,0,0,4,0,0,0,0,47,1,0,1,3,2,1,0,1,3422
846,21,0,0,1,0,0,0,2,0,0,0,0,35,0,0,1,1,1,1,0,1,3976
847,18,1,0,0,0,0,0,2,0,0,0,0,68,0,1,0,2,1,0,0,0,6761
848,24,1,0,0,0,0,0,4,0,0,1,0,28,0,0,1,1,1,0,0,1,1249
849,9,0,0,0,1,0,0,3,0,0,1,0,59,0,0,1,1,1,0,0,1,1364
850,12,0,0,0,1,0,0,4,0,0,1,0,57,1,0,1,1,1,0,0,0,709
851,20,1,0,0,0,0,0,4,0,1,0,0,33,1,1,0,2,1,0,1,0,2235
852,24,0,1,0,0,0,0,3,0,0,0,0,43,0,0,1,2,1,1,0,1,4042
853,15,0,0,0,1,0,0,4,0,0,0,1,35,0,0,0,2,1,1,0,1,1471
854,18,1,0,0,0,0,0,4,0,0,0,1,32,0,0,0,2,2,0,0,0,1442
855,36,1,0,0,0,0,0,2,0,0,0,0,45,0,0,1,2,2,1,0,1,10875
856,24,1,0,0,0,0,0,4,0,0,1,0,33,0,0,1,1,1,1,0,1,1474
857,10,0,0,0,0,0,0,4,0,0,0,0,40,0,0,1,1,1,1,0,1,894
858,15,0,0,1,0,0,0,4,0,0,0,1,28,0,0,0,1,1,1,0,1,3343
859,15,1,0,0,0,0,0,3,0,0,0,0,29,0,0,1,1,1,1,0,0,3959
860,9,1,0,0,0,0,0,1,0,1,1,0,26,0,1,0,1,2,0,1,1,3577
861,24,0,1,0,0,0,0,4,0,0,1,0,27,0,0,1,2,1,0,0,1,5804
862,18,0,0,0,0,0,1,4,0,0,0,0,28,0,0,1,1,1,1,0,0,2169
863,24,0,0,0,1,0,0,4,0,0,1,0,35,0,0,1,1,1,1,0,0,2439
864,27,0,0,1,0,0,0,4,0,0,1,0,32,1,0,1,2,2,1,0,1,4526
865,10,0,0,1,0,0,0,2,0,0,1,0,25,1,1,0,1,1,0,0,0,2210
866,15,0,0,1,0,0,0,2,0,0,0,0,20,0,1,0,1,1,0,0,1,2221
867,18,0,0,0,1,0,0,4,0,0,0,0,27,1,0,1,1,1,0,0,1,2389
868,12,0,0,1,0,0,0,2,0,0,0,0,42,1,0,1,1,1,0,0,1,3331
869,36,0,0,0,0,0,1,3,0,0,0,0,37,0,0,1,2,1,0,0,1,7409
870,12,0,0,1,0,0,0,4,0,0,0,0,24,0,1,0,1,1,0,0,1,652
871,36,0,0,1,0,0,0,2,0,0,0,0,40,0,0,1,2,1,1,0,1,7678
872,6,1,0,0,0,0,0,1,0,0,1,0,46,0,0,1,2,2,0,1,1,1343
873,24,0,0,0,0,0,1,4,0,0,1,0,26,0,0,1,2,1,1,0,1,1382
874,15,0,0,0,0,0,0,4,0,0,1,0,24,0,0,1,1,1,0,0,1,874
875,12,0,0,1,0,0,0,2,1,0,0,0,29,0,0,1,1,2,0,0,1,3590
876,11,1,0,0,0,0,0,4,0,0,0,0,40,0,0,1,2,1,0,0,1,1322
877,18,0,0,0,1,0,0,3,1,0,0,1,36,1,0,0,1,1,1,0,1,1940
878,36,0,0,0,1,0,0,4,0,0,0,0,28,0,0,1,1,1,0,0,1,3595
879,9,1,0,0,0,0,0,3,0,0,0,1,27,0,0,0,1,1,1,0,0,1422
880,30,0,0,0,1,0,0,2,0,0,0,0,36,0,0,1,2,1,0,0,1,6742
881,24,0,1,0,0,0,0,3,0,0,0,0,38,0,0,1,1,1,1,0,1,7814
882,24,0,1,0,0,0,0,2,0,0,0,1,48,0,0,0,1,1,1,0,1,9277
883,30,1,0,0,0,0,0,4,0,0,1,0,36,0,0,1,2,1,0,0,1,2181
884,18,0,0,0,1,0,0,4,0,0,0,0,65,0,0,1,2,1,0,0,1,1098
885,24,0,0,1,0,0,0,3,0,0,0,0,43,0,0,1,1,1,1,0,0,4057
886,12,0,0,0,0,1,0,4,0,0,0,0,53,0,0,1,1,1,0,0,0,795
887,24,0,0,0,0,0,1,4,0,0,0,1,34,0,0,1,2,2,1,0,1,2825
888,48,0,0,0,0,0,1,2,0,0,0,0,23,0,0,1,1,1,1,0,0,15672
