ID,age,exp,inc,mortgage,ccAvg,MaxCC,MinCC,sdCC,usage,family,edu,mortS,cc,cd,online,securities,infoReq,loan
2115,62,36,69,0,2.862898033,12.41803787,1.933291024,21.18884911,0.25,2,3,0,0,0,1,0,Email,0
2116,57,31,30,0,0.112110638,0.434718361,0.051737918,0.659003699,0,3,1,0,0,0,0,0,Ph,0
2117,44,17,73.4823493,0,11.14453823,36.59870079,79.26689732,24.04474413,0,3,2,0,0,0,0,0,Email,0
2118,31,7,15,0,11.51660384,38.52419486,82.70653284,25.10673269,0.25,3,3,0,0,0,1,0,Email,0
2119,39.72820826,5,125,0,10.46957614,35.17578948,75.09761378,23.26377972,0.666666667,2,1,0,1,0,1,0,Email,0
2120,39,13,50,0,0.339768305,1.212298622,2.522584874,0.609554476,0,3,3,0,0,0,0,0,Ph,0
2121,41,17,44,0,3.02158148,37.81202711,24.13830128,42.92407649,0.25,4,3,0,0,0,1,0,Ph,0
2122,41,17,38,180,3.149032298,39.66399561,25.08043479,44.4129096,0.25,4,1,1,1,0,0,0,Email,0
2123,55,29,64,119,2.866480647,36.13237892,22.9184266,41.2759024,0.25,3,1,1,1,0,0,0,Email,0
2124,28,2,9,0,0.088729909,1.238025131,0.785496833,1.178450152,0.25,1,2,0,0,0,1,0,Email,0
2125,35,9,44,89,26.52324153,9.105371039,17.83074734,19.30755647,0,3,1,1,0,0,0,0,Email,0
2126,44,20,93,101,27.83950944,9.361797165,18.82765024,19.78298928,0.25,4,1,1,0,0,1,0,Email,0
2127,44,19,83,141,25.69873421,8.666712981,17.16834032,18.5845568,0,4,1,1,0,0,0,0,Email,0
2128,42.03462788,14,179,0,0.823844906,0.21976526,0.540022474,0.349060527,0,2,1,0,0,0,0,0,Ph,0
2129,65,40,40,53.10194669,36.85396352,36.90615937,4.949188907,81.4523919,0,1,3,0,0,0,0,0,Ph,0
2130,35,10,71.74359991,232,38.26588344,38.4384668,5.137307299,84.96945279,0,4,3,1,0,0,0,0,Email,0
2131,49.55731479,31,74,0,35.24053686,35.70632931,4.818283151,78.21022312,0.25,3,1,0,1,0,0,0,Email,0
2132,55,31,15,0,1.074407136,1.039656274,0.115623663,1.951305867,0,1,1,0,0,0,0,0,Email,0
2133,59,35,11,0,25.07705768,21.89166739,61.92743065,28.09794314,0.25,2,1,0,1,0,0,0,Email,0
2134,39,15,41,176,26.10476378,22.90849371,64.74346963,29.37792676,0.25,1,2,1,0,0,1,0,Ph,0
2135,50,24,68,120,24.08168744,20.93780643,59.010018,26.7688028,0.5,1,2,1,1,0,1,0,Email,0
2136,45,15,28,0,0.814539725,0.655026982,2.351063788,0.857024057,0.25,1,3,0,0,0,0,1,Ph,0
2137,50,26,115,0,7.051483014,25.98697394,31.16577498,41.96614378,0.25,1,3,0,1,0,0,0,Ph,1
2138,65,40,83,247,7.302873808,27.04319019,32.4195275,44.10394397,0.25,4,2,1,0,0,1,0,Email,0
2139,36,11,70.47368341,166,6.772075688,24.98823672,29.70048281,40.85489074,0.25,2,2,1,0,0,0,1,Email,0
2140,57,32,113,0,0.16763777,0.654165604,0.74819297,0.958346562,0.25,1,3,0,0,0,1,0,Email,0
2141,53,27,89,0,3.98238533,59.07499636,3.982713344,90.69410605,0.5,1,3,0,0,0,1,1,Email,0
2142,28,4,38,0,4.173008321,61.69243293,4.127138453,95.14102975,0,4,1,0,0,0,0,0,Ph,0
2143,55,31,62,0,3.829262904,56.17135706,3.813982779,86.79057616,0.25,4,1,0,0,0,1,0,Email,0
2144,56,31,65,109,0.11307105,2.151251634,0.090633918,3.358118724,0,3,1,1,0,0,0,0,Email,0
2145,39.82488803,6,168,0,31.05880961,18.94554949,8.937062814,3.020322108,0.75,3,2,0,0,1,1,1,Ph,1
2146,57,32,40,0,32.46750402,19.86758277,9.419110561,3.139502251,0.5,3,1,0,1,0,1,0,Email,0
2147,27,3,30,53.10194669,29.56204463,18.11257409,8.605573894,2.85452718,0,1,3,1,0,0,0,0,Email,0
2148,27,3,73.54688823,0,0.959600681,0.64055157,0.327332487,0.092406696,0,4,1,0,0,0,0,0,Ph,0
2149,54,30,58,0,65.81473227,2.990619789,4.988439622,32.45528177,0,2,3,0,0,0,0,0,Email,0
2150,48,22,150,193,67.8010437,3.131308891,5.179535116,33.57509093,0,1,1,1,0,0,0,0,Email,0
2151,62,38,54,0,62.40124783,2.885201501,4.788697957,30.98184395,0.5,1,1,0,1,0,0,1,Email,0
2152,43.59291779,16,19,105,1.502236554,0.090830623,0.113054351,0.872276759,0,2,2,1,0,0,0,0,Ph,0
2153,62,38,69.48066569,128,4.977687684,2.999446833,2.995858959,7.070622743,0.25,4,3,1,0,0,1,0,Ph,0
2154,40,14,123,0,5.198956079,3.128311264,3.149315094,7.335069044,0.25,1,1,0,0,0,1,0,Email,0
2155,32,8,45,0,4.754784493,2.871648538,2.858526918,6.725066604,0,1,2,0,0,0,0,0,Email,0
2156,62,38,73.04536278,0,0.157402801,0.083375499,0.093318409,0.191159154,0.25,1,1,0,0,0,1,0,Ph,0
2157,35,11,93,0,3.960741415,8.962593013,63.96832135,24.59709159,0.5,2,1,0,1,0,1,0,Email,0
2158,25,0,71,78,4.145560874,9.334876276,67.962866,26.22146023,0.25,4,1,1,0,0,0,1,Email,0
2159,50,25,83,0,3.811080426,8.584486081,61.87578579,23.81966992,0.25,4,3,0,1,0,0,0,Email,1
2160,61,26.10303327,99,255,0.127013213,0.279898891,2.018093947,0.689661129,0.25,1,3,1,1,0,0,0,Ph,1
2161,43,17,55,0,28.8382241,3.913538329,12.98855135,0.997425168,0,3,2,0,0,0,0,0,Ph,0
2162,52,28,38,95,30.44449523,4.109462056,13.60214775,1.034572893,0.5,4,2,1,1,0,1,0,Email,0
2163,39,13,74,155,27.65115751,3.81004319,12.52715829,0.955472186,0.25,4,1,1,0,0,1,0,Email,0
2164,33,3,69,0,0.852046631,0.103729141,0.304304122,0.025684246,0,4,3,0,0,0,0,0,Email,0
2165,27,3,104,184,56.52892639,0.991592397,6.932438584,1.981828471,0.5,1,1,1,0,0,1,1,Email,0
2166,27,0,38,53.10194669,59.44774858,1.039393894,7.296806192,2.066766229,0.25,4,3,0,0,0,1,0,Ph,0
2167,32,8,25,0,54.31604553,0.953908123,6.677804736,1.923763755,0.5,3,3,0,1,0,1,0,Email,0
2168,65,40,162,0,1.842848127,0.028876039,0.185433542,0.048788214,0.25,1,1,0,0,0,1,0,Email,0
2169,55,29,64,0,2.012649176,75.72116243,39.48416826,56.13549479,0.25,4,3,0,0,0,1,0,Email,0
2170,52,27,30,0,2.094089969,78.05645251,40.72332663,58.74425358,0.5,2,2,0,1,0,1,0,Email,0
2171,39,13,52,0,1.924980485,72.79031511,37.20732759,53.26040852,0.5,3,3,0,1,0,0,1,Email,0
2172,35,11,42,0,0.05481146,1.816932225,1.179131871,1.669580535,0.25,1,3,0,0,0,1,0,Email,0
2173,39,15,79,219,31.08899488,10.94373222,35.35076256,19.1996549,0,2,2,1,0,0,0,0,Ph,0
2174,34,10,34,164,32.50972429,11.35228809,36.6099505,19.92797571,0,1,1,1,0,0,0,0,Email,0
2175,30,5,123,0,29.85059105,10.47940296,33.58840117,18.16662495,0.25,2,1,0,0,0,1,0,Email,0
2176,37,12,160,0,1.02631235,0.29832712,0.958042127,0.61435159,0,2,1,0,0,0,0,0,Ph,0
2177,41,14,51,0,94.86848277,51.81494619,4.00439165,92.60937919,0.25,3,2,0,0,0,1,0,Email,0
2178,31,7,108,62.24130082,100.266023,53.34200289,4.146742736,96.48928198,0.25,1,1,0,0,0,1,0,Email,0
2179,37,13,158,0,91.34971308,49.65781779,3.805780884,88.41257956,0.75,2,2,0,1,1,1,0,Ph,1
2180,49,22.44838039,68,0,3.170225423,1.296968183,0.12085774,3.03451879,0,3,2,0,0,0,0,0,Ph,0
2181,58,33,42,0,3.97298247,38.51873766,37.49901195,1.000479227,0.25,2,3,0,0,0,1,0,Email,0
2182,43.59291779,15,32,105,4.195953517,39.69517676,38.84674723,1.046238451,0.25,1,3,1,0,0,1,0,Ph,0
2183,42.03462788,14,22,0,3.803343421,36.13758916,35.27844596,0.95468069,0,2,3,0,0,0,0,0,Email,0
2184,34,8,29,0,0.144429803,1.082350244,1.51204582,0.028444514,0.5,2,3,0,1,0,1,0,Email,0
2185,62,36,183,0,32.65688453,27.39139654,29.30546407,27.89810996,0,2,3,0,0,0,0,0,Ph,1
2186,54,30,69,0,34.0023585,28.25606507,30.41147048,29.1210452,0.5,1,3,0,1,0,1,0,Ph,0
2187,26,14.62091441,92,61.58241934,31.40066608,25.72317998,28.11963125,26.99229355,0.25,2,1,0,0,0,1,0,Ph,0
2188,54,30,40,53.10194669,0.915490462,0.788827406,0.690654525,0.696143832,0,2,3,0,0,0,0,0,Email,0
2189,29,4,9,86,26.06781216,103.4919426,61.41643267,43.98384908,0.5,4,3,1,1,0,1,0,Email,0
2190,48,23,128,0,27.20954089,107.8901158,64.92646545,46.78874357,0.5,1,1,0,1,0,1,0,Email,0
2191,27,3,110,294,24.85923925,98.87302012,59.19440837,42.85183818,0.333333333,2,1,1,1,0,0,0,Email,0
2192,42,18,73.43318738,0,0.804450763,3.261961379,2.032553727,1.359083088,0.25,2,1,0,0,0,1,0,Email,0
2193,39.72820826,1,13,95,17.7768712,34.65997096,10.99954869,3.987763978,0.25,4,1,1,1,0,0,0,Email,0
2194,45,19,25,102,18.87624029,35.86379941,11.50705081,4.168408406,0.25,2,3,1,0,0,1,0,Email,0
2195,34,9,123,0,17.1555924,33.42527745,10.47254136,3.841422641,0.25,2,2,0,0,0,1,0,Ph,1
2196,51,27,33,83,0.521195093,0.881262627,0.356446315,0.10212393,0.25,4,1,1,0,0,1,0,Ph,0
2197,51,24,189,0,16.1483026,5.02688062,51.08759835,33.12300637,0.25,4,2,0,0,0,1,0,Email,1
2198,60,35,34,0,16.66405856,5.221275171,53.36518575,34.21531033,0.25,1,3,0,0,0,1,0,Ph,0
2199,59,35,58,0,15.64779067,4.814211434,48.87492701,31.82114469,0.25,1,2,0,0,0,1,0,Email,0
2200,49,24,69.48066569,98,0.347240581,0.140229578,1.581123527,0.896930318,0.333333333,1,2,1,1,0,0,0,Ph,0
2201,50,25,29,0,3.952672691,19.07675572,15.84542241,3.999329172,0,2,1,0,0,0,0,0,Ph,0
2202,41,16,73.4823493,0,4.187633637,19.82970828,16.58897123,4.187672857,0,2,1,0,0,0,0,0,Email,0
2203,49,24,43,0,3.801255327,18.310442,15.24003746,3.840362141,0.25,4,3,0,0,0,1,0,Ph,0
2204,50,25,130,311,0.120604464,0.595467764,0.462535499,0.134944619,0,1,1,1,0,0,0,0,Email,0
2205,63,37,20,76,1.999499135,32.75834878,19.18480468,14.09370646,0,2,1,1,0,0,0,0,Email,0
2206,63,37,101,0,2.094075247,34.60420758,19.84705246,14.66576278,0,2,1,0,0,0,0,0,Ph,0
2207,33,7,48,207,1.929658165,31.37998738,18.14065748,13.32963947,0,4,2,1,0,0,0,0,Email,0
2208,38,12,180,158,0.046431115,1.028592657,0.674092607,0.394930057,0.25,1,3,1,0,0,1,0,Ph,1
2209,64,40,92,185,28.06287486,15.71916969,41.15960216,44.96916043,0.5,2,3,1,0,0,1,1,Ph,0
2210,36,10,33,53.10194669,29.04820626,16.74836971,43.00333339,47.08292167,0,3,1,0,0,0,0,0,Email,0
2211,58,33,51,0,26.83762442,15.33632413,39.3991474,42.92362709,0,2,2,0,0,0,0,0,Ph,0
2212,39,14,31,53.10194669,0.676172201,0.518496772,1.279207202,1.672408483,0.5,2,2,0,1,0,1,0,Ph,0
2213,46,22,83,0,3.984946508,20.22346204,3.021614381,43.53020453,0.25,1,1,0,0,0,1,0,Email,0
2214,61,37,45,0,4.134453032,20.76812417,3.133351299,45.14102683,0,1,1,0,0,0,0,0,Email,0
2215,53,27,89,146,3.820718176,19.37569614,2.864585409,41.19470928,0.666666667,1,3,1,1,0,1,0,Email,0
2216,28,14.62091441,193,0,0.098520749,0.475839206,0.085628112,1.380664168,0.25,3,2,0,0,0,1,0,Ph,1
2217,64,26.10303327,89,0,91.16307732,33.9542468,72.04032406,23.9358763,0,1,1,0,0,0,0,0,Email,0
2218,48,24,162,446,94.79756464,35.65766614,75.22163912,24.83905771,0.5,4,2,1,0,1,1,0,Email,1
2219,38,13,73.4823493,0,87.35653484,32.57204259,69.56363875,22.80369559,0,2,2,0,0,0,0,0,Email,0
2220,46.81924142,22,58,223,2.182396637,1.046389611,2.134834698,0.688889862,0.25,4,3,1,0,0,1,0,Email,0
2221,65,40,80,0,11.13228861,0.995165063,29.46602704,19.77377919,0.25,1,3,0,0,0,1,0,Ph,0
2222,50.41172764,33,73,0,11.53147814,1.04355591,30.39139745,20.69964637,0.5,2,3,0,1,0,1,0,Email,0
2223,45,20,41,0,10.59147063,0.952106037,27.85448236,19.15392513,0.25,1,1,0,0,0,1,0,Email,0
2224,53,28,74,0,0.344350038,0.028629249,0.800236804,0.527366005,0.25,3,2,0,0,0,0,1,Ph,0
2225,38,12,29,0,4.027696932,1.997383407,49.9954404,26.17574164,0.25,2,3,0,0,0,1,0,Email,0
2226,54,24,25,115,4.195467685,2.088916262,52.18260176,27.27672384,0,4,3,1,0,0,0,0,Email,0
2227,25,1,98,0,3.853063845,1.907095564,48.28417381,25.01751301,0.25,1,1,0,0,0,1,0,Email,0
2228,61,35,59,0,0.143513006,0.051614411,1.258978033,0.802097388,0.5,4,2,0,1,0,1,0,Email,0
2229,48,23,43,0,25.16264473,4.978155717,9.04476507,77.50413621,0.333333333,4,3,0,0,0,1,0,Email,0
2230,46,22,72,149,25.9267879,5.201132413,9.209785858,81.57223877,0.5,4,2,1,1,0,1,0,Ph,0
2231,36,11,183,79.32523683,24.05583638,4.764101424,8.575431141,74.4411524,0.75,1,3,1,1,1,1,0,Ph,1
2232,45.33803457,20,70.39882234,146,0.530808124,0.114261078,0.171170575,2.252833409,0.5,1,1,1,0,0,1,1,Email,0
2233,59,33,140,262,26.13042558,19.16894856,2.965994157,33.04511085,0.25,1,1,1,0,0,1,0,Ph,0
2234,59,35,39,0,27.27284901,19.85684311,3.071533397,34.54580838,0.25,1,3,0,0,0,1,0,Email,0
2235,36,12,35,53.10194669,24.73058474,18.06490927,2.891748493,31.66325679,0.333333333,4,2,0,0,0,1,0,Email,0
2236,63,37,141,0,0.829621375,0.568890752,0.058313333,1.027092036,0.5,2,1,0,1,0,1,0,Email,0
2237,51,24,23,0,3.012203482,26.7910412,32.92047313,37.97867931,0.25,1,2,0,0,0,1,0,Email,0
2238,30,5,134,0,3.119929454,28.1195612,34.38270964,39.71585994,0.333333333,1,1,0,1,0,1,0,Ph,0
2239,46.81924142,22,35,0,2.858127903,25.77321618,31.35587423,36.15160565,0.25,1,1,0,0,0,1,0,Email,0
2240,55,29,42,0,0.090867909,0.808624502,1.165475028,1.289639099,0.25,4,1,0,0,0,0,1,Email,0
2241,41,17,81,167,48.88148594,3.084851079,74.7148717,77.67014555,0.333333333,4,3,1,0,0,0,1,Email,0
2242,26,0,14,94,51.1889324,3.146902852,78.01635622,81.09777091,0.25,4,1,1,0,0,1,0,Email,0
2243,41,17,45,172,46.67619077,2.996687335,71.43116721,76.04239888,0.5,1,1,1,0,0,1,1,Email,0
2244,54,28,79,150,1.593681793,0.05800123,2.277149827,1.380890867,0.5,3,2,1,1,0,1,0,Email,0
2245,57,31,53,120,21.09831876,6.01780124,52.09109116,11.9219339,0,1,2,1,0,0,0,0,Ph,0
2246,54,28,33,0,21.89301046,6.269712838,54.00777603,12.59654817,0.25,2,2,0,1,0,0,0,Email,0
2247,35,11,190,266,20.21671981,5.734362548,49.49774637,11.40718936,0,3,2,1,0,0,0,0,Email,1
2248,60,34,60,103,0.566311765,0.159799121,1.458608609,0.457140989,0,1,3,1,0,0,0,0,Email,0
2249,63,37,8,97,11.06540421,61.74791471,2.004995721,37.01431464,0.25,1,2,1,0,0,1,0,Email,0
2250,41,14,38,150,11.31635459,63.73485481,2.087953729,38.77583994,0.25,3,2,1,0,0,1,0,Email,0
2251,46,22,154,64.72395117,10.53715933,59.21456252,1.920023631,35.53858119,0.25,1,1,0,0,0,1,0,Ph,0
2252,31,14.62091441,54,0,0.250228721,1.472957267,0.068116189,0.883863423,0,4,2,0,0,0,0,0,Email,0
2253,58,32,41,0,12.98704059,11.8924449,1.994153646,35.10182965,0.333333333,3,1,0,0,0,1,0,Email,0
2254,59,35,25,75,13.43077461,12.59667456,2.088617447,36.38825396,0.25,2,1,1,0,0,1,0,Email,0
2255,46,20.6613158,53,109,12.48433767,11.40967945,1.903913894,33.52808449,0,2,1,1,0,0,0,0,Email,0
2256,33,15.04311338,79,0,0.273725213,0.382973937,0.063812168,0.835293734,0.25,1,1,0,0,0,1,0,Ph,0
2257,56,31,13,76,6.919652219,8.932785598,58.19366245,27.88361042,0.666666667,4,2,1,1,1,1,0,Email,0
2258,47,23,130,0,7.246768606,9.418485774,60.61402105,29.35757315,0,2,1,0,0,0,0,0,Ph,0
2259,59,33,93,0,6.668224759,8.587648998,55.25984779,26.67817403,0,2,2,0,0,0,0,0,Email,0
2260,24,0,82,0,0.166727406,0.251812797,1.75997684,0.953752376,0.25,3,1,0,0,0,1,0,Ph,0
2261,39,14,15,92,10.97108283,5.01341719,46.10577904,23.83796696,0,2,2,1,0,0,0,0,Email,0
2262,30,3,150,0,11.51934855,5.237575362,47.74841623,24.82475467,0.25,4,2,0,0,0,1,0,Ph,1
2263,55,29,131,0,10.55095175,4.763621403,43.74034103,22.89190629,0.25,2,2,0,1,0,0,0,Ph,1
2264,47,21,28,0,0.297247285,0.142574884,1.338564666,0.66111491,0,3,3,0,0,0,1,0,Email,0
2265,35,16.07237345,9,0,47.25377944,21.96432736,20.72569247,3.025367982,0.25,4,2,0,0,0,1,0,Ph,0
2266,47,23,88,0,49.16713988,23.06999584,21.73709713,3.137791637,0,4,2,0,0,0,0,0,Ph,0
2267,38,13,143,0,45.28757455,20.96327136,20.02364082,2.894012632,0,1,1,0,0,0,0,0,Email,0
2268,38,13,168,75.27621885,1.402638535,0.731548576,0.450065365,0.087546023,0,2,3,0,0,0,0,0,Ph,1
2269,27,3,105,0,11.88263933,2.980894253,38.49155133,16.05629002,0.25,1,2,0,0,0,0,1,Ph,1
2270,42,18.49063156,62,0,12.34779387,3.11523354,39.68307116,16.74107945,0.25,3,3,0,0,0,1,0,Email,0
2271,26,2,51,0,11.51620133,2.855242475,36.83085806,15.48577321,0.25,4,1,0,0,0,1,0,Email,0
2272,60,34,101,0,0.296280432,0.090412211,0.905794526,0.500533509,0.5,1,1,0,1,0,1,0,Email,0
2273,39.72820826,3,90,0,1.97277672,27.92126981,58.75759206,18.79354373,0.25,3,1,0,0,0,1,0,Email,0
2274,27,1,83,0,2.066702233,29.31918452,61.75800954,19.69657766,0.5,4,3,0,1,0,1,0,Email,0
2275,40,15,21,0,1.912072436,27.08598923,56.38215757,18.14598971,0.25,2,3,0,0,0,1,0,Ph,0
2276,40,16,115,63.67379478,0.051437488,0.7591954,2.123598593,0.498921765,0.25,1,1,0,0,0,1,0,Email,0
2277,29,3,172,0,27.03079675,20.18208144,34.13744361,1.989792398,0,4,1,0,0,0,0,0,Ph,1
2278,30,6,32,53.10194669,28.07660305,20.83216383,35.38390947,2.049729456,0,2,2,0,0,0,0,0,Email,0
2279,30,4,204,0,25.74739618,19.06914099,32.3237782,1.93944418,0.25,2,1,0,0,0,1,0,Ph,0
2280,47,23,82.62105486,0,0.819831615,0.497082421,1.110599567,0.042148911,0.75,4,1,0,1,1,1,0,Email,0
2281,33,7,30,132,84.15572497,2.018131669,23.85344525,53.08256534,0,2,3,1,0,0,0,0,Ph,0
2282,57,32,31,0,87.90304633,2.091928699,25.04443626,55.64637371,0.5,3,2,0,1,0,1,0,Email,0
2283,38,14,90,59.29272105,79.84757253,1.930253638,22.87614191,50.43524225,0.5,2,1,0,1,0,1,0,Email,0
2284,54,28,79,0,2.997317621,0.056904732,0.778583736,1.712908001,0,4,3,0,0,0,0,0,Email,0
2285,47,23,22,0,28.22799993,16.14485614,1.99531826,26.00136951,0.5,4,1,0,1,0,1,0,Ph,0
2286,48,22,114,0,29.35139754,16.77994404,2.077675138,27.20876753,0.25,1,3,0,0,0,1,0,Email,1
2287,62,36,42,128,26.70094639,15.35366938,1.914198263,25.0479013,0.25,4,3,1,0,0,1,0,Ph,0
2288,30,6,29,90,0.923475266,0.447395663,0.056792551,0.762646242,0.25,1,3,1,0,0,1,0,Email,0
2289,35,11,72,0,44.44349003,66.24934451,40.82956863,22.1124853,0.25,3,2,0,0,0,1,0,Email,0
2290,59,35,68,95,46.45807296,68.94634251,42.78919704,23.08246703,0,1,3,1,0,0,0,0,Email,0
2291,38,13,78,0,43.10079886,64.1427638,39.14383227,21.03055165,0.25,4,3,0,0,0,1,0,Email,0
2292,47,23,90,323,1.120928046,1.891089016,1.429418104,0.760986461,0,1,1,1,0,0,0,0,Email,0
2293,57,33,170,0,13.19276667,0.987892894,19.17178575,11.97616587,0,2,2,0,0,0,0,0,Ph,1
2294,42,17,14,0,13.486238,1.037596724,19.94713855,12.49792704,0.25,2,2,0,0,0,1,0,Email,0
2295,39,15,129,0,12.82176741,0.950421545,18.22218871,11.4123244,0,2,1,0,0,0,0,0,Email,0
2296,53,23,39,53.10194669,0.227209909,0.028961572,0.568950664,0.391776666,0.25,3,3,0,0,0,1,0,Email,0
2297,27,3,82,0,25.65000278,101.3648851,18.0204251,11.05124433,0.25,2,1,0,1,0,0,0,Email,0
2298,59,35,31,0,26.47628137,105.4012585,18.79661872,11.45915351,0.5,3,2,0,1,0,1,0,Email,0
2299,48,24,9,0,24.90183962,97.79393546,17.34368251,10.47368142,0.25,4,2,0,1,0,0,0,Email,0
2300,62,37,15,91,0.498863375,2.566482625,0.471223968,0.290509493,0,3,3,1,0,0,0,0,Ph,0
2301,66,41,70,0,35.2739889,75.24397383,19.93187325,18.9804843,0,3,1,0,0,0,0,0,Email,0
2302,38,13,84,0,36.67144437,77.95116418,20.51260231,19.79970559,0,4,3,0,0,0,0,0,Email,0
2303,42,18.49063156,155,0,33.84754305,72.52570889,19.09015256,18.12809902,0.333333333,1,1,0,1,0,0,0,Email,0
2304,47,21,89,0,0.71849046,1.916640086,0.572757027,0.569644939,0.5,1,3,0,1,0,1,0,Email,0
2305,27,2,170,0,3.938261324,2.988513726,22.95127269,2.986225532,0.25,3,1,0,0,0,1,0,Ph,1
2306,32,7,185,0,4.129812768,3.137242179,23.81066352,3.136229195,0.75,2,1,0,1,1,1,0,Email,0
2307,37,13,82,0,3.822687014,2.883133167,22.0658268,2.859908351,0,2,1,0,0,0,0,0,Email,0
2308,56,31,60,0,0.091449827,0.087686123,0.608579719,0.086966843,0.25,3,1,0,0,0,1,0,Ph,0
2309,39,13,73.43318738,0,88.226342,34.56536764,4.00361557,27.12260612,0.25,2,2,0,0,0,1,0,Ph,0
2310,36,12,29,81,92.22294483,36.65039013,4.162468368,28.30795171,0.25,1,1,1,0,0,1,0,Email,0
2311,32,6,32,0,84.41883137,33.25990069,3.85121931,25.87935486,0,2,1,0,0,0,0,0,Ph,0
2312,62,37,115,0,2.813927741,1.202277928,0.115419256,0.966422259,0.5,4,2,0,1,0,1,0,Email,0
2313,48,22.41659222,83,0,31.80626239,4.042785526,6.047442202,83.86523388,0.25,2,2,0,0,0,1,0,Ph,0
2314,58,32,54,0,32.99866996,4.174383432,6.279606427,86.68906639,0.5,3,2,0,1,0,1,0,Ph,0
2315,27,14.62091441,73.49772631,0,30.77363519,3.850005047,5.714266767,80.72971724,0.5,4,3,0,0,0,1,1,Email,0
2316,52,26,182,0,0.739434091,0.104665676,0.204651269,2.224520754,0.25,2,2,0,0,0,1,0,Email,1
2317,54,30,112,0,35.42918822,25.86742363,3.976508657,9.041253529,0.25,2,1,0,0,0,1,0,Email,0
2318,31,5,129,319,36.69770962,27.12729805,4.127334591,9.423167374,0.75,3,3,1,1,1,0,1,Email,1
2319,60,34,23,112,33.86704149,24.80014707,3.844436395,8.6005954,0.25,1,2,1,0,0,1,0,Email,0
2320,34,9,198,422,0.890244513,0.744363768,0.0940316,0.23470457,0.25,2,1,1,0,0,1,0,Email,0
2321,46,22,84,0,4.971525342,95.87695814,27.58497856,13.99041642,0.25,4,3,0,0,0,1,0,Email,0
2322,41,15,39,0,5.222364977,100.4059584,28.61476104,14.65386917,0,3,3,0,0,0,0,0,Email,0
2323,62,37,129,0,4.751044607,92.26152669,26.79109839,13.43904668,0.25,1,1,0,0,0,1,0,Ph,0
2324,31,7,113,315,0.157258749,3.056493442,0.676728786,0.381715573,0,2,2,1,0,0,0,0,Ph,0
2325,41,11,35,114,27.86755302,5.034481104,59.25523933,79.19038338,0.25,1,3,1,0,0,1,0,Email,0
2326,55,30,85,0,29.25447457,5.203692005,61.67724903,81.46341352,0,1,3,0,0,0,0,0,Email,0
2327,45,19,73,0,26.87187892,4.792316209,56.73884761,74.78813527,0,4,1,0,0,0,0,0,Email,0
2328,51,25,70,0,0.839811502,0.100091439,1.790542949,2.278732255,0.5,1,3,0,0,0,1,1,Email,0
2329,39.72820826,2,130,192,8.931497857,49.39454468,12.02033132,12.91382362,0.25,3,1,1,0,0,1,0,Email,1
2330,30,4,73.49772631,0,9.399919048,51.10074474,12.53581629,13.5372807,0.25,1,1,0,0,0,1,0,Ph,0
2331,31,5,72,242,8.578903572,47.87763919,11.5124174,12.49000742,0.5,4,2,1,1,0,1,0,Email,0
2332,61,37,68,0,0.271753232,1.106606389,0.338035527,0.339370724,0,4,3,0,0,0,0,0,Ph,0
2333,40,16,35,0,21.82773211,10.81271376,31.06676413,14.88472497,0.5,1,3,0,1,0,1,0,Email,0
2334,45,21,61,0,23.03228455,11.52232069,32.47342395,15.65998481,1,3,1,0,1,1,1,1,Ph,0
2335,45,21,73.4823493,0,20.96131657,10.4619967,29.67076998,14.27968104,0,4,1,0,0,0,0,0,Ph,0
2336,37,17.05920707,73.4823493,0,0.655286632,0.405479198,1.011248042,0.442118356,0,1,2,0,0,0,0,0,Email,0
2337,34,8,71.74359991,217,45.47624355,3.976660021,9.10241205,25.01139223,0,2,3,1,0,0,0,0,Ph,0
2338,43,16,201,0,46.8214569,4.154110644,9.364637999,25.98764793,0.25,4,2,0,1,0,0,0,Ph,1
2339,42,18,130,0,43.46299056,3.823357104,8.743508247,24.05926601,0.333333333,2,1,0,1,0,0,0,Ph,0
2340,56,23.89027171,72,0,0.98212358,0.138796885,0.228597366,0.614868566,0,3,1,0,0,0,0,0,Email,0
2341,33,9,73.4823493,0,52.1550991,18.11917029,3.936509846,37.26527504,0,1,1,0,0,0,0,0,Email,0
2342,36,10,91,289,54.2524081,18.68112063,4.127768813,38.59776629,0.25,1,3,1,0,0,1,0,Email,0
2343,62,37,92,310,49.76238221,17.11808337,3.812699581,35.97053261,0.25,3,1,1,0,0,1,0,Ph,0
2344,58,34,55,168,1.386584864,0.509412869,0.105125343,0.865246218,0.666666667,1,1,1,1,0,1,0,Email,0
2345,65,40,20,102,4.981622802,24.5999471,4.010804892,0.990092109,0.5,3,1,1,1,0,1,0,Ph,0
2346,65,40,89,299,5.15478377,26.00528809,4.173060757,1.024454577,0.5,1,1,1,0,1,1,0,Ph,1
2347,52,26,59,239,4.752092446,23.76059147,3.805666643,0.956766143,0.25,2,2,1,1,0,0,0,Ph,0
2348,64,39,8,87,0.122434254,0.662069003,0.119087018,0.022076924,0.25,3,3,1,1,0,0,0,Email,0
2349,51,25,85,0,65.09035203,12.90806766,4.050758784,41.1778124,0.333333333,4,1,0,1,0,1,0,Ph,0
2350,59,35,94,76,68.16700829,13.58657453,4.195346559,42.69510043,0.75,1,1,1,0,1,1,1,Email,0
