"Text","Author"
"One imagines the parties to a projected marriage first obtaining licenses which will testify that these conditions are satisfied. From the point of view of the theoretical Utopian State, these licenses are the feature of primary importance. Then, no doubt, that universal register at Paris would come into play. As a matter of justice, there must be no deception between the two people, and the State will ensure that in certain broad essentials this is so. They would have to communicate their joint intention to a public office after their personal licenses were granted, and each would be supplied with a copy of the index card of the projected mate, on which would be recorded his or her age, previous marriages, legally important diseases, offspring, domiciles, public appointments, criminal convictions, registered assignments of property, and so forth. Possibly it might be advisable to have a little ceremony for each party, for each in the absence of the other, in which this record could be read over in the presence of witnesses, together with some prescribed form of address of counsel in the matter. There would then be a reasonable interval for consideration and withdrawal on the part of either spouse. In the event of the two people persisting in their resolution, they would after this minimum interval signify as much to the local official and the necessary entry would be made in the registers. These formalities would be quite independent of any religious ceremonial the contracting parties might choose, for with religious belief and procedure the modern State has no concern.","HGWells"
"So much for the preliminary conditions of matrimony. For those men and women who chose to ignore these conditions and to achieve any sort of union they liked the State would have no concern, unless offspring were born illegitimately. In that case, as we have already suggested, it would be only reasonable to make the parents chargeable with every duty, with maintenance, education, and so forth, that in the normal course of things would fall to the State. It would be necessary to impose a life assurance payment upon these parents, and to exact effectual guarantees against every possible evasion of the responsibility they had incurred. But the further control of private morality, beyond the protection of the immature from corruption and evil example, will be no concern of the State's. When a child comes in, the future of the species comes in; and the State comes in as the guardian of interests wider than the individual's; but the adult's private life is the entirely private life into which the State may not intrude.","HGWells"
"From the first of the two points of view named above, that of parentage, it is obvious that one unavoidable condition will be the chastity of the wife. Her infidelity being demonstrated, must at once terminate the marriage and release both her husband and the State from any liability for the support of her illegitimate offspring. That, at any rate, is beyond controversy; a marriage contract that does not involve that, is a triumph of metaphysics over common sense. It will be obvious that under Utopian conditions it is the State that will suffer injury by a wife's misconduct, and that a husband who condones anything of the sort will participate in her offence. A woman, therefore, who is divorced on this account will be divorced as a public offender, and not in the key of a personal quarrel; not as one who has inflicted a private and personal wrong. This, too, lies within the primary implications of marriage.","HGWells"
"A reciprocal restraint on the part of the husband is clearly of no importance whatever, so far as the first end of matrimony goes, the protection of the community from inferior births. It is no wrong to the State. But it does carry with it a variable amount of emotional offence to the wife; it may wound her pride and cause her violent perturbations of jealousy; it may lead to her neglect, her solitude and unhappiness, and it may even work to her physical injury. There should be an implication that it is not to occur. She has bound herself to the man for the good of the State, and clearly it is reasonable that she should look to the State for relief if it does occur. The extent of the offence given her is the exact measure of her injury; if she does not mind nobody minds, and if her self-respect does not suffer nothing whatever is lost to the world; and so it should rest with her to establish his misconduct, and, if she thinks fit, to terminate the marriage.","HGWells"
"A failure on either side to perform the elementary duties of companionship, desertion, for example, should obviously give the other mate the right to relief, and clearly the development of any disqualifying habit, drunkenness, or drug-taking, or the like, or any serious crime or acts of violence, should give grounds for a final release. Moreover, the modern Utopian State intervenes between the sexes only because of the coming generation, and for it to sustain restrictions upon conduct in a continually fruitless marriage is obviously to lapse into purely moral intervention. It seems reasonable, therefore, to set a term to a marriage that remains childless, to let it expire at the end of three or four or five unfruitful years, but with no restriction upon the right of the husband and wife to marry each other again.","HGWells"
"This question of marriage is the most complicated and difficult in the whole range of Utopian problems. But it is happily not the most urgent necessity that it should be absolutely solved. The urgent and necessary problem is the ruler. With rulers rightly contrived and a provisional defective marriage law a Utopia may be conceived as existing and studying to perfect itself, but without rulers a Utopia is impossible though the theory of its matrimony be complete. And the difficulty in this question is not simply the difficulty of a complicated chess problem, for example, in which the whole tangle of considerations does at least lie in one plane, but a series of problems upon different levels and containing incommensurable factors.","HGWells"
"It is very easy to repeat our initial propositions, to recall that we are on another planet, and that all the customs and traditions of the earth are set aside, but the faintest realisation of that demands a feat of psychological insight. We have all grown up into an invincible mould of suggestion about sexual things; we regard this with approval, that with horror, and this again with contempt, very largely because the thing has always been put to us in this light or that. The more emancipated we think ourselves the more subtle are our bonds. The disentanglement of what is inherent in these feelings from what is acquired is an extraordinary complex undertaking. Probably all men and women have a more or less powerful disposition to jealousy, but what exactly they will be jealous about and what exactly they will suffer seems part of the superposed factor. Probably all men and women are capable of ideal emotions and wishes beyond merely physical desires, but the shape these take are almost entirely a reaction to external images. And you really cannot strip the external off; you cannot get your stark natural man, jealous, but not jealous about anything in particular, imaginative without any imaginings, proud at large. Emotional dispositions can no more exist without form than a man without air. Only a very observant man who had lived all over the planet Earth, in all sorts of social strata, and with every race and tongue, and who was endowed with great imaginative insight, could hope to understand the possibilities and the limitations of human plasticity in this matter, and say what any men and any women could be induced to do willingly, and just exactly what no man and no woman could stand, provided one had the training of them. Though very young men will tell you readily enough. The proceedings of other races and other ages do not seem to carry conviction; what our ancestors did, or what the Greeks or Egyptians did, though it is the direct physical cause of the modern young man or the modern young lady, is apt to impress these remarkable consequences merely as an arrangement of quaint, comical or repulsive proceedings.","HGWells"
"There are two lines of reasoning that go to establish a longer duration for marriage. The first of these rests upon the general necessity for a home and for individual attention in the case of children. Children are the results of a choice between individuals; they grow well, as a rule, only in relation to sympathetic and kindred individualities, and no wholesale character-ignoring method of dealing with them has ever had a shadow of the success of the individualised home. Neither Plato nor Socrates, who repudiated the home, seems ever to have had to do with anything younger than a young man. Procreation is only the beginning of parentage, and even where the mother is not the direct nurse and teacher of her child, even where she delegates these duties, her supervision is, in the common case, essential to its welfare. Moreover, though the Utopian State will pay the mother, and the mother only, for the being and welfare of her legitimate children, there will be a clear advantage in fostering the natural disposition of the father to associate his child's welfare with his individual egotism, and to dispense some of his energies and earnings in supplementing the common provision of the State. It is an absurd disregard of a natural economy to leave the innate philoprogenitiveness of either sex uncultivated. Unless the parents continue in close relationship, if each is passing through a series of marriages, the dangers of a conflict of rights, and of the frittering away of emotions, become very grave. The family will lose homogeneity, and its individuals will have for the mother varied and perhaps incompatible emotional associations. The balance of social advantage is certainly on the side of much more permanent unions, on the side of an arrangement that, subject to ample provisions for a formal divorce without disgrace in cases of incompatibility, would bind, or at least enforce ideals that would tend to bind, a man and woman together for the whole term of her maternal activity, until, that is, the last born of her children was no longer in need of her help.","HGWells"
"A great deal of nonsense is talked about the natural equality or inferiority of women to men. But it is only the same quality that can be measured by degrees and ranged in ascending and descending series, and the things that are essentially feminine are different qualitatively from and incommensurable with the distinctly masculine things. The relationship is in the region of ideals and conventions, and a State is perfectly free to determine that men and women shall come to intercourse on a footing of conventional equality or with either the man or woman treated as the predominating individual. Aristotle's criticism of Plato in this matter, his insistence upon the natural inferiority of slaves and women, is just the sort of confusion between inherent and imposed qualities that was his most characteristic weakness. The spirit of the European people, of almost all the peoples now in the ascendant, is towards a convention of equality; the spirit of the Mahometan world is towards the intensification of a convention that the man alone is a citizen and that the woman is very largely his property. There can be no doubt that the latter of these two convenient fictions is the more primitive way of regarding this relationship. It is quite unfruitful to argue between these ideals as if there were a demonstrable conclusion, the adoption of either is an arbitrary act, and we shall simply follow our age and time if we display a certain bias for the former.","HGWells"
"If one looks closely into the various practical expansions of these ideas, we find their inherent falsity works itself out in a very natural way so soon as reality is touched. Those who insist upon equality work in effect for assimilation, for a similar treatment of the sexes. Plato's women of the governing class, for example, were to strip for gymnastics like men, to bear arms and go to war, and follow most of the masculine occupations of their class. They were to have the same education and to be assimilated to men at every doubtful point. The Aristotelian attitude, on the other hand, insists upon specialisation. The men are to rule and fight and toil; the women are to support motherhood in a state of natural inferiority. The trend of evolutionary forces through long centuries of human development has been on the whole in this second direction, has been towards differentiation. [Footnote: See Havelock Ellis's Man and Woman.] An adult white woman differs far more from a white man than a negress or pigmy woman from her equivalent male. The education, the mental disposition, of a white or Asiatic woman, reeks of sex; her modesty, her decorum is not to ignore sex but to refine and put a point to it; her costume is clamorous with the distinctive elements of her form. The white woman in the materially prosperous nations is more of a sexual specialist than her sister of the poor and austere peoples, of the prosperous classes more so than the peasant woman. The contemporary woman of fashion who sets the tone of occidental intercourse is a stimulant rather than a companion for a man. Too commonly she is an unwholesome stimulant turning a man from wisdom to appearance, from beauty to beautiful pleasures, from form to colour, from persistent aims to belief and stirring triumphs. Arrayed in what she calls distinctly “dress,” scented, adorned, displayed, she achieves by artifice a sexual differentiation profounder than that of any other vertebrated animal. She outshines the peacock's excess above his mate, one must probe among the domestic secrets of the insects and crustacea to find her living parallel. And it is a question by no means easy and yet of the utmost importance, to determine how far the wide and widening differences between the human sexes is inherent and inevitable, and how far it is an accident of social development that may be converted and reduced under a different social regimen. Are we going to recognise and accentuate this difference and to arrange our Utopian organisation to play upon it, are we to have two primary classes of human being, harmonising indeed and reacting, but following essentially different lives, or are we going to minimise this difference in every possible way?","HGWells"
"The former alternative leads either to a romantic organisation of society in which men will live and fight and die for wonderful, beautiful, exaggerated creatures, or it leads to the hareem. It would probably lead through one phase to the other. Women would be enigmas and mysteries and maternal dignitaries that one would approach in a state of emotional excitement and seclude piously when serious work was in hand. A girl would blossom from the totally negligible to the mystically desirable at adolescence, and boys would be removed from their mother's educational influence at as early an age as possible. Whenever men and women met together, the men would be in a state of inflamed competition towards one another, and the women likewise, and the intercourse of ideas would be in suspense. Under the latter alternative the sexual relation would be subordinated to friendship and companionship; boys and girls would be co-educated—very largely under maternal direction, and women, disarmed of their distinctive barbaric adornments, the feathers, beads, lace, and trimmings that enhance their clamorous claim to a directly personal attention would mingle, according to their quality, in the counsels and intellectual development of men. Such women would be fit to educate boys even up to adolescence. It is obvious that a marriage law embodying a decision between these two sets of ideas would be very different according to the alternative adopted. In the former case a man would be expected to earn and maintain in an adequate manner the dear delight that had favoured him. He would tell her beautiful lies about her wonderful moral effect upon him, and keep her sedulously from all responsibility and knowledge. And, since there is an undeniably greater imaginative appeal to men in the first bloom of a woman's youth, she would have a distinct claim upon his energies for the rest of her life. In the latter case a man would no more pay for and support his wife than she would do so for him. They would be two friends, differing in kind no doubt but differing reciprocally, who had linked themselves in a matrimonial relationship. Our Utopian marriage so far as we have discussed it, is indeterminate between these alternatives.","HGWells"
"We have laid it down as a general principle that the private morals of an adult citizen are no concern for the State. But that involves a decision to disregard certain types of bargain. A sanely contrived State will refuse to sustain bargains wherein there is no plausibly fair exchange, and if private morality is really to be outside the scope of the State then the affections and endearments most certainly must not be regarded as negotiable commodities. The State, therefore, will absolutely ignore the distribution of these favours unless children, or at least the possibility of children, is involved. It follows that it will refuse to recognise any debts or transfers of property that are based on such considerations. It will be only consistent, therefore, to refuse recognition in the marriage contract to any financial obligation between husband and wife, or any settlements qualifying that contract, except when they are in the nature of accessory provision for the prospective children. [Footnote: Unqualified gifts for love by solvent people will, of course, be quite possible and permissible, unsalaried services and the like, provided the standard of life is maintained and the joint income of the couple between whom the services hold does not sink below twice the minimum wage.] So far the Utopian State will throw its weight upon the side of those who advocate the independence of women and their conventional equality with men.","HGWells"
"But to any further definition of the marriage relation the World State of Utopia will not commit itself. The wide range of relationships that are left possible, within and without the marriage code, are entirely a matter for the individual choice and imagination. Whether a man treat his wife in private as a goddess to be propitiated, as a “mystery” to be adored, as an agreeable auxiliary, as a particularly intimate friend, or as the wholesome mother of his children, is entirely a matter for their private intercourse: whether he keep her in Oriental idleness or active co-operation, or leave her to live her independent life, rests with the couple alone, and all the possible friendship and intimacies outside marriage also lie quite beyond the organisation of the modern State. Religious teaching and literature may affect these; customs may arise; certain types of relationship may involve social isolation; the justice of the statesman is blind to such things. It may be urged that according to Atkinson's illuminating analysis [Footnote: See Lang and Atkinson's Social Origins and Primal Law.] the control of love-making was the very origin of the human community. In Utopia, nevertheless, love-making is no concern of the State's beyond the province that the protection of children covers. [Footnote: It cannot be made too clear that though the control of morality is outside the law the State must maintain a general decorum, a systematic suppression of powerful and moving examples, and of incitations and temptations of the young and inexperienced, and to that extent it will, of course, in a sense, exercise a control over morals. But this will be only part of a wider law to safeguard the tender mind. For example, lying advertisements, and the like, when they lean towards adolescent interests, will encounter a specially disagreeable disposition in the law, over and above the treatment of their general dishonesty.] Change of function is one of the ruling facts in life, the sac that was in our remotest ancestors a swimming bladder is now a lung, and the State which was once, perhaps, no more than the jealous and tyrannous will of the strongest male in the herd, the instrument of justice and equality. The State intervenes now only where there is want of harmony between individuals—individuals who exist or who may presently come into existence.","HGWells"
"It must be reiterated that our reasoning still leaves Utopian marriage an institution with wide possibilities of variation. We have tried to give effect to the ideal of a virtual equality, an equality of spirit between men and women, and in doing so we have overridden the accepted opinion of the great majority of mankind. Probably the first writer to do as much was Plato. His argument in support of this innovation upon natural human feeling was thin enough—a mere analogy to illustrate the spirit of his propositions; it was his creative instinct that determined him. In the atmosphere of such speculations as this, Plato looms very large indeed, and in view of what we owe to him, it seems reasonable that we should hesitate before dismissing as a thing prohibited and evil, a type of marriage that he made almost the central feature in the organisation of the ruling class, at least, of his ideal State. He was persuaded that the narrow monogamic family is apt to become illiberal and anti-social, to withdraw the imagination and energies of the citizen from the services of the community as a whole, and the Roman Catholic Church has so far endorsed and substantiated his opinion as to forbid family relations to its priests and significant servants. He conceived of a poetic devotion to the public idea, a devotion of which the mind of Aristotle, as his criticisms of Plato show, was incapable, as a substitute for the warm and tender but illiberal emotions of the home. But while the Church made the alternative to family ties celibacy [Footnote: The warm imagination of Campanella, that quaint Calabrian monastic, fired by Plato, reversed this aspect of the Church.] and participation in an organisation, Plato was far more in accordance with modern ideas in perceiving the disadvantage that would result from precluding the nobler types of character from offspring. He sought a way to achieve progeny, therefore, without the narrow concentration of the sympathies about the home, and he found it in a multiple marriage in which every member of the governing class was considered to be married to all the others. But the detailed operation of this system he put tentatively and very obscurely. His suggestions have the experimental inconsistency of an enquiring man. He left many things altogether open, and it is unfair to him to adopt Aristotle's forensic method and deal with his discussion as though it was a fully-worked-out project. It is clear that Plato intended every member of his governing class to be so “changed at birth” as to leave paternity untraceable; mothers were not to know their children, nor children their parents, but there is nothing to forbid the supposition that he intended these people to select and adhere to congenial mates within the great family. Aristotle's assertion that the Platonic republic left no scope for the virtue of continence shows that he had jumped to just the same conclusions a contemporary London errand boy, hovering a little shamefacedly over Jowett in a public library, might be expected to reach.","HGWells"
"Aristotle obscures Plato's intention, it may be accidentally, by speaking of his marriage institution as a community of wives. When reading Plato he could not or would not escape reading in his own conception of the natural ascendency of men, his idea of property in women and children. But as Plato intended women to be conventionally equal to men, this phrase belies him altogether; community of husbands and wives would be truer to his proposal. Aristotle condemns Plato as roundly as any commercial room would condemn him to-day, and in much the same spirit; he asserts rather than proves that such a grouping is against the nature of man. He wanted to have women property just as he wanted to have slaves property, he did not care to ask why, and it distressed his conception of convenience extremely to imagine any other arrangement. It is no doubt true that the natural instinct of either sex is exclusive of participators in intimacy during a period of intimacy, but it was probably Aristotle who gave Plato an offensive interpretation in this matter. No one would freely submit to such a condition of affairs as multiple marriage carried out, in the spirit of the Aristotelian interpretation, to an obscene completeness, but that is all the more reason why the modern Utopia should not refuse a grouped marriage to three or more freely consenting persons. There is no sense in prohibiting institutions which no sane people could ever want to abuse. It is claimed—though the full facts are difficult to ascertain—that a group marriage of over two hundred persons was successfully organised by John Humphrey Noyes at Oneida Creek. [Footnote: See John H. Noyes's History of American Socialisms and his writings generally. The bare facts of this and the other American experiments are given, together with more recent matter, by Morris Hillquirt, in The History of Socialism in the United States.] It is fairly certain in the latter case that there was no “promiscuity,” and that the members mated for variable periods, and often for life, within the group. The documents are reasonably clear upon that point. This Oneida community was, in fact, a league of two hundred persons to regard their children as “common.” Choice and preference were not abolished in the community, though in some cases they were set aside—just as they are by many parents under our present conditions. There seems to have been a premature attempt at “stirpiculture,” at what Mr. Francis Galton now calls “Eugenics,” in the mating of the members, and there was also a limitation of offspring. Beyond these points the inner secrets of the community do not appear to be very profound; its atmosphere was almost commonplace, it was made up of very ordinary people. There is no doubt that it had a career of exceptional success throughout the whole lifetime of its founder, and it broke down with the advent of a new generation, with the onset of theological differences, and the loss of its guiding intelligence. The Anglo-Saxon spirit, it has been said by one of the ablest children of the experiment, is too individualistic for communism. It is possible to regard the temporary success of this complex family as a strange accident, as the wonderful exploit of what was certainly a very exceptional man. Its final disintegration into frankly monogamic couples—it is still a prosperous business association—may be taken as an experimental verification of Aristotle's common-sense psychology, and was probably merely the public acknowledgment of conditions already practically established.","HGWells"
"Out of respect for Plato we cannot ignore this possibility of multiple marriage altogether in our Utopian theorising, but even if we leave this possibility open we are still bound to regard it as a thing so likely to be rare as not to come at all under our direct observation during our Utopian journeyings. But in one sense, of course, in the sense that the State guarantees care and support for all properly born children, our entire Utopia is to be regarded as a comprehensive marriage group. [Footnote: The Thelema of Rabelais, with its principle of “Fay ce que vouldras” within the limits of the order, is probably intended to suggest a Platonic complex marriage after the fashion of our interpretation.]","HGWells"
"It must be remembered that a modern Utopia must differ from the Utopias of any preceding age in being world-wide; it is not, therefore, to be the development of any special race or type of culture, as Plato's developed an Athenian-Spartan blend, or More, Tudor England. The modern Utopia is to be, before all things, synthetic. Politically and socially, as linguistically, we must suppose it a synthesis; politically it will be a synthesis of once widely different forms of government; socially and morally, a synthesis of a great variety of domestic traditions and ethical habits. Into the modern Utopia there must have entered the mental tendencies and origins that give our own world the polygamy of the Zulus and of Utah, the polyandry of Tibet, the latitudes of experiment permitted in the United States, and the divorceless wedlock of Comte. The tendency of all synthetic processes in matters of law and custom is to reduce and simplify the compulsory canon, to admit alternatives and freedoms; what were laws before become traditions of feeling and style, and in no matter will this be more apparent than in questions affecting the relations of the sexes.","HGWells"
"Our inn is one of those inns and lodging houses which have a minimum tariff, inns which are partly regulated, and, in the default of private enterprise, maintained and controlled by the World State throughout the entire world. It is one of several such establishments in Lucerne. It possesses many hundreds of practically self-cleaning little bedrooms, equipped very much after the fashion of the rooms we occupied in the similar but much smaller inn at Hospenthal, differing only a little in the decoration. There is the same dressing-room recess with its bath, the same graceful proportion in the succinct simplicity of its furniture. This particular inn is a quadrangle after the fashion of an Oxford college; it is perhaps forty feet high, and with about five stories of bedrooms above its lower apartments; the windows of the rooms look either outward or inward to the quadrangle, and the doors give upon artificially-lit passages with staircases passing up and down. These passages are carpeted with a sort of cork carpet, but are otherwise bare. The lower story is occupied by the equivalent of a London club, kitchens and other offices, dining-room, writing-room, smoking and assembly rooms, a barber's shop, and a library. A colonnade with seats runs about the quadrangle, and in the middle is a grass-plot. In the centre of this a bronze figure, a sleeping child, reposes above a little basin and fountain, in which water lilies are growing. The place has been designed by an architect happily free from the hampering traditions of Greek temple building, and of Roman and Italian palaces; it is simple, unaffected, gracious. The material is some artificial stone with the dull surface and something of the tint of yellow ivory; the colour is a little irregular, and a partial confession of girders and pillars breaks this front of tender colour with lines and mouldings of greenish gray, that blend with the tones of the leaden gutters and rain pipes from the light red roof. At one point only does any explicit effort towards artistic effect appear, and that is in the great arched gateway opposite my window. Two or three abundant yellow roses climb over the face of the building, and when I look out of my window in the early morning—for the usual Utopian working day commences within an hour of sunrise—I see Pilatus above this outlook, rosy in the morning sky.","HGWells"
"This quadrangle type of building is the prevalent element in Utopian Lucerne, and one may go from end to end of the town along corridors and covered colonnades without emerging by a gateway into the open roads at all. Small shops are found in these colonnades, but the larger stores are usually housed in buildings specially adapted to their needs. The majority of the residential edifices are far finer and more substantial than our own modest shelter, though we gather from such chance glimpses as we get of their arrangements that the labour-saving ideal runs through every grade of this servantless world; and what we should consider a complete house in earthly England is hardly known here.","HGWells"
"The autonomy of the household has been reduced far below terrestrial conditions by hotels and clubs, and all sorts of co-operative expedients. People who do not live in hotels seem usually to live in clubs. The fairly prosperous Utopian belongs, in most cases, to one or two residential clubs of congenial men and women. These clubs usually possess in addition to furnished bedrooms more or less elaborate suites of apartments, and if a man prefers it one of these latter can be taken and furnished according to his personal taste. A pleasant boudoir, a private library and study, a private garden plot, are among the commonest of such luxuries. Devices to secure roof gardens, loggias, verandahs, and such-like open-air privacies to the more sumptuous of these apartments, give interest and variety to Utopian architecture. There are sometimes little cooking corners in these flats—as one would call them on earth—but the ordinary Utopian would no more think of a special private kitchen for his dinners than he would think of a private flour mill or dairy farm. Business, private work, and professional practice go on sometimes in the house apartments, but often in special offices in the great warren of the business quarter. A common garden, an infant school, play rooms, and a playing garden for children, are universal features of the club quadrangles.","HGWells"
"Here and there, no doubt, will stand quite solitary homesteads, homesteads that will nevertheless be lit and warmed by cables from the central force station, that will share the common water supply, will have their perfected telephonic connection with the rest of the world, with doctor, shop, and so forth, and may even have a pneumatic tube for books and small parcels to the nearest post-office. But the solitary homestead, as a permanent residence, will be something of a luxury—the resort of rather wealthy garden lovers; and most people with a bias for retirement will probably get as much residential solitude as they care for in the hire of a holiday châlet in a forest, by remote lagoons or high up the mountain side.","HGWells"
"The solitary house may indeed prove to be very rare indeed in Utopia. The same forces, the same facilitation of communications that will diffuse the towns will tend to little concentrations of the agricultural population over the country side. The field workers will probably take their food with them to their work during the day, and for the convenience of an interesting dinner and of civilised intercourse after the working day is over, they will most probably live in a college quadrangle with a common room and club. I doubt if there will be any agricultural labourers drawing wages in Utopia. I am inclined to imagine farming done by tenant associations, by little democratic unlimited liability companies working under elected managers, and paying not a fixed rent but a share of the produce to the State. Such companies could reconstruct annually to weed out indolent members. [Footnote: Schemes for the co-operative association of producers will be found in Dr. Hertzka's Freeland.] A minimum standard of efficiency in farming would be insured by fixing a minimum beneath which the rent must not fall, and perhaps by inspection. The general laws respecting the standard of life would, of course, apply to such associations. This type of co-operation presents itself to me as socially the best arrangement for productive agriculture and horticulture, but such enterprises as stock breeding, seed farming and the stocking and loan of agricultural implements are probably, and agricultural research and experiment certainly, best handled directly by large companies or the municipality or the State.","HGWells"
"But I should do little to investigate this question; these are presented as quite incidental impressions. You must suppose that for the most part our walks and observations keep us within the more urban quarters of Lucerne. From a number of beautifully printed placards at the street corners, adorned with caricatures of considerable pungency, we discover an odd little election is in progress. This is the selection, upon strictly democratic lines, with a suffrage that includes every permanent resident in the Lucerne ward over the age of fifteen, of the ugliest local building. The old little urban and local governing bodies, we find, have long since been superseded by great provincial municipalities for all the more serious administrative purposes, but they still survive to discharge a number of curious minor functions, and not the least among these is this sort of æsthetic ostracism. Every year every minor local governing body pulls down a building selected by local plebiscite, and the greater Government pays a slight compensation to the owner, and resumes possession of the land it occupies. The idea would strike us at first as simply whimsical, but in practice it appears to work as a cheap and practical device for the æsthetic education of builders, engineers, business men, opulent persons, and the general body of the public. But when we come to consider its application to our own world we should perceive it was the most Utopian thing we had so far encountered.","HGWells"
"We carvers—who are the riffraff of Utopia—work in a long shed together, nominally by time; we must keep at the job for the length of the spell, but we are expected to finish a certain number of toys for each spell of work. The rules of the game as between employer and employed in this particular industry hang on the wall behind us; they are drawn up by a conference of the Common Council of Wages Workers with the employers, a common council which has resulted in Utopia from a synthesis of the old Trades Unions, and which has become a constitutional power; but any man who has skill or humour is presently making his own bargain with our employer more or less above that datum line.","HGWells"
"Our employer is a quiet blue-eyed man with a humorous smile. He dresses wholly in an indigo blue, that later we come to consider a sort of voluntary uniform for Utopian artists. As he walks about the workshop, stopping to laugh at this production or praise that, one is reminded inevitably of an art school. Every now and then he carves a little himself or makes a sketch or departs to the machinery to order some change in the rough shapes it is turning out. Our work is by no means confined to animals. After a time I am told to specialise in a comical little Roman-nosed pony; but several of the better paid carvers work up caricature images of eminent Utopians. Over these our employer is most disposed to meditate, and from them he darts off most frequently to improve the type.","HGWells"
"It is high summer, and our shed lies open at either end. On one hand is a steep mountain side down which there comes, now bridging a chasm, now a mere straight groove across a meadow, now hidden among green branches, the water-slide that brings our trees from the purple forest overhead. Above us, but nearly hidden, hums the machine shed, but we see a corner of the tank into which, with a mighty splash, the pine trees are delivered. Every now and then, bringing with him a gust of resinous smell, a white-clad machinist will come in with a basketful of crude, unwrought little images, and will turn them out upon the table from which we carvers select them.","HGWells"
"I should find myself contrasting my position with my preconceptions about a Utopian visit. I had always imagined myself as standing outside the general machinery of the State—in the distinguished visitors' gallery, as it were—and getting the new world in a series of comprehensive perspective views. But this Utopia, for all the sweeping floats of generalisation I do my best to maintain, is swallowing me up. I find myself going between my work and the room in which I sleep and the place in which I dine, very much as I went to and fro in that real world into which I fell five-and-forty years ago. I find about me mountains and horizons that limit my view, institutions that vanish also without an explanation, beyond the limit of sight, and a great complexity of things I do not understand and about which, to tell the truth, I do not formulate acute curiosities. People, very unrepresentative people, people just as casual as people in the real world, come into personal relations with us, and little threads of private and immediate interest spin themselves rapidly into a thickening grey veil across the general view. I lose the comprehensive interrogation of my first arrival; I find myself interested in the grain of the wood I work, in birds among the tree branches, in little irrelevant things, and it is only now and then that I get fairly back to the mood that takes all Utopia for its picture.","HGWells"
"We spend our first surplus of Utopian money in the reorganisation of our wardrobes upon more Utopian lines; we develop acquaintance with several of our fellow workers, and of those who share our table at the inn. We pass insensibly into acquaintanceships and the beginnings of friendships. The World Utopia, I say, seems for a time to be swallowing me up. At the thought of detail it looms too big for me. The question of government, of its sustaining ideas, of race, and the wider future, hang like the arch of the sky over these daily incidents, very great indeed, but very remote. These people about me are everyday people, people not so very far from the minimum wage, accustomed much as the everyday people of earth are accustomed to take their world as they find it. Such enquiries as I attempt are pretty obviously a bore to them, pass outside their range as completely as Utopian speculation on earth outranges a stevedore or a member of Parliament or a working plumber. Even the little things of daily life interest them in a different way. So I get on with my facts and reasoning rather slowly. I find myself looking among the pleasant multitudes of the streets for types that promise congenial conversation.","HGWells"
"My sense of loneliness is increased during this interlude by the better social success of the botanist. I find him presently falling into conversation with two women who are accustomed to sit at a table near our own. They wear the loose, coloured robes of soft material that are the usual wear of common adult Utopian women; they are both dark and sallow, and they affect amber and crimson in their garments. Their faces strike me as a little unintelligent, and there is a faint touch of middle-aged coquetry in their bearing that I do not like. Yet on earth we should consider them women of exceptional refinement. But the botanist evidently sees in this direction scope for the feelings that have wilted a little under my inattention, and he begins that petty intercourse of a word, of a slight civility, of vague enquiries and comparisons that leads at last to associations and confidences. Such superficial confidences, that is to say, as he finds satisfactory.","HGWells"
"The general effect of a Utopian population is vigour. Everyone one meets seems to be not only in good health but in training; one rarely meets fat people, bald people, or bent or grey. People who would be obese or bent and obviously aged on earth are here in good repair, and as a consequence the whole effect of a crowd is livelier and more invigorating than on earth. The dress is varied and graceful; that of the women reminds one most of the Italian fifteenth century; they have an abundance of soft and beautifully-coloured stuffs, and the clothes, even of the poorest, fit admirably. Their hair is very simply but very carefully and beautifully dressed, and except in very sunny weather they do not wear hats or bonnets. There is little difference in deportment between one class and another; they all are graceful and bear themselves with quiet dignity, and among a group of them a European woman of fashion in her lace and feathers, her hat and metal ornaments, her mixed accumulations of “trimmings,” would look like a barbarian tricked out with the miscellaneous plunder of a museum. Boys and girls wear much the same sort of costume—brown leather shoes, then a sort of combination of hose and close-fitting trousers that reaches from toe to waist, and over this a beltless jacket fitting very well, or a belted tunic. Many slender women wear the same sort of costume. We should see them in it very often in such a place as Lucerne, as they returned from expeditions in the mountains. The older men would wear long robes very frequently, but the greater proportion of the men would go in variations of much the same costume as the children. There would certainly be hooded cloaks and umbrellas for rainy weather, high boots for mud and snow, and cloaks and coats and furry robes for the winter. There would be no doubt a freer use of colour than terrestrial Europe sees in these days, but the costume of the women at least would be soberer and more practical, and (in harmony with our discussion in the previous chapter) less differentiated from the men's.","HGWells"
